GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACE,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ESP001,ESP002,ESP003,ESP004,ESP005
"G48046752","1990",,,,,,,,,,"99999",,,"7",,"Marquez city","46752",,"3","Texas","48",,,,"Marquez city",63,25,10,2,1
"G48046776","1990",,,,,,,,,,"99999",,,"7",,"Marshall city","46776",,"3","Texas","48",,,,"Marshall city",5619,2567,302,102,32
"G48046782","1990",,,,,,,,,,"99999",,,"7",,"Marshall Creek town","46782",,"3","Texas","48",,,,"Marshall Creek town",65,47,5,2,0
"G48046824","1990",,,,,,,,,,"99999",,,"7",,"Mart city","46824",,"3","Texas","48",,,,"Mart city",570,195,21,9,4
"G48046848","1990",,,,,,,,,,"99999",,,"7",,"Martindale town","46848",,"3","Texas","48",,,,"Martindale town",144,96,28,15,5
"G48046968","1990",,,,,,,,,,"99999",,,"7",,"Mason city","46968",,"3","Texas","48",,,,"Mason city",575,217,31,9,6
"G48047004","1990",,,,,,,,,,"99999",,,"7",,"Matador town","47004",,"3","Texas","48",,,,"Matador town",248,78,6,4,2
"G48047040","1990",,,,,,,,,,"99999",,,"7",,"Mathis city","47040",,"3","Texas","48",,,,"Mathis city",502,620,194,103,62
"G48047088","1990",,,,,,,,,,"99999",,,"7",,"Maud city","47088",,"3","Texas","48",,,,"Maud city",305,129,6,2,0
"G48047100","1990",,,,,,,,,,"99999",,,"7",,"Mauriceville CDP","47100",,"3","Texas","48",,,,"Mauriceville CDP",339,294,31,12,3
"G48047268","1990",,,,,,,,,,"99999",,,"7",,"Maypearl city","47268",,"3","Texas","48",,,,"Maypearl city",135,93,16,7,2
"G48047316","1990",,,,,,,,,,"99999",,,"7",,"Meadow town","47316",,"3","Texas","48",,,,"Meadow town",86,70,17,1,3
"G48047330","1990",,,,,,,,,,"99999",,,"7",,"Meadowlakes city","47330",,"3","Texas","48",,,,"Meadowlakes city",199,29,1,0,0
"G48047335","1990",,,,,,,,,,"99999",,,"7",,"Meadows city","47335",,"3","Texas","48",,,,"Meadows city",1017,395,29,12,1
"G48047460","1990",,,,,,,,,,"99999",,,"7",,"Megargel town","47460",,"3","Texas","48",,,,"Megargel town",61,31,3,1,0
"G48047496","1990",,,,,,,,,,"99999",,,"7",,"Melissa city","47496",,"3","Texas","48",,,,"Melissa city",140,65,11,4,1
"G48047568","1990",,,,,,,,,,"99999",,,"7",,"Melvin town","47568",,"3","Texas","48",,,,"Melvin town",53,18,6,1,0
"G48047616","1990",,,,,,,,,,"99999",,,"7",,"Memphis city","47616",,"3","Texas","48",,,,"Memphis city",789,238,26,8,2
"G48047628","1990",,,,,,,,,,"99999",,,"7",,"Menard city","47628",,"3","Texas","48",,,,"Menard city",403,190,32,6,2
"G48047700","1990",,,,,,,,,,"99999",,,"7",,"Mercedes city","47700",,"3","Texas","48",,,,"Mercedes city",1346,1343,456,299,152
"G48047760","1990",,,,,,,,,,"99999",,,"7",,"Meridian city","47760",,"3","Texas","48",,,,"Meridian city",354,152,20,3,4
"G48047796","1990",,,,,,,,,,"99999",,,"7",,"Merkel town","47796",,"3","Texas","48",,,,"Merkel town",636,293,27,15,4
"G48047820","1990",,,,,,,,,,"99999",,,"7",,"Mertens town","47820",,"3","Texas","48",,,,"Mertens town",39,11,0,0,0
"G48047832","1990",,,,,,,,,,"99999",,,"7",,"Mertzon city","47832",,"3","Texas","48",,,,"Mertzon city",156,104,11,4,3
"G48047892","1990",,,,,,,,,,"99999",,,"7",,"Mesquite city","47892",,"3","Texas","48",,,,"Mesquite city",20157,13996,1091,462,150
"G48047916","1990",,,,,,,,,,"99999",,,"7",,"Mexia city","47916",,"3","Texas","48",,,,"Mexia city",1732,749,118,33,29
"G48047988","1990",,,,,,,,,,"99999",,,"7",,"Miami city","47988",,"3","Texas","48",,,,"Miami city",178,80,5,2,0
"G48048072","1990",,,,,,,,,,"99999",,,"7",,"Midland city","48072",,"3","Texas","48",,,,"Midland city",21046,10077,1197,534,315
"G48048096","1990",,,,,,,,,,"99999",,,"7",,"Midlothian city","48096",,"3","Texas","48",,,,"Midlothian city",1024,701,70,26,20
"G48048180","1990",,,,,,,,,,"99999",,,"7",,"Midway city","48180",,"3","Texas","48",,,,"Midway city",75,30,4,2,0
"G48048320","1990",,,,,,,,,,"99999",,,"7",,"Mila Doce CDP","48320",,"3","Texas","48",,,,"Mila Doce CDP",46,91,90,73,91
"G48048336","1990",,,,,,,,,,"99999",,,"7",,"Milano city","48336",,"3","Texas","48",,,,"Milano city",86,46,10,3,0
"G48048372","1990",,,,,,,,,,"99999",,,"7",,"Mildred town","48372",,"3","Texas","48",,,,"Mildred town",40,21,1,0,0
"G48048396","1990",,,,,,,,,,"99999",,,"7",,"Miles city","48396",,"3","Texas","48",,,,"Miles city",183,89,14,3,1
"G48048408","1990",,,,,,,,,,"99999",,,"7",,"Milford town","48408",,"3","Texas","48",,,,"Milford town",160,82,13,4,1
"G48048478","1990",,,,,,,,,,"99999",,,"7",,"Miller's Cove town","48478",,"3","Texas","48",,,,"Miller's Cove town",6,10,3,0,0
"G48048564","1990",,,,,,,,,,"99999",,,"7",,"Millsap town","48564",,"3","Texas","48",,,,"Millsap town",93,65,8,3,1
"G48048648","1990",,,,,,,,,,"99999",,,"7",,"Mineola city","48648",,"3","Texas","48",,,,"Mineola city",1158,454,60,13,10
"G48048684","1990",,,,,,,,,,"99999",,,"7",,"Mineral Wells city","48684",,"3","Texas","48",,,,"Mineral Wells city",3460,1678,202,77,27
"G48048720","1990",,,,,,,,,,"99999",,,"7",,"Mingus city","48720",,"3","Texas","48",,,,"Mingus city",78,23,1,0,1
"G48048768","1990",,,,,,,,,,"99999",,,"7",,"Mission city","48768",,"3","Texas","48",,,,"Mission city",3376,3136,912,539,352
"G48048772","1990",,,,,,,,,,"99999",,,"7",,"Mission Bend CDP","48772",,"3","Texas","48",,,,"Mission Bend CDP",4027,3031,304,116,28
"G48048804","1990",,,,,,,,,,"99999",,,"7",,"Missouri City city","48804",,"3","Texas","48",,,,"Missouri City city",7587,3519,278,117,43
"G48048852","1990",,,,,,,,,,"99999",,,"7",,"Mobeetie city","48852",,"3","Texas","48",,,,"Mobeetie city",50,18,0,1,0
"G48048936","1990",,,,,,,,,,"99999",,,"7",,"Monahans city","48936",,"3","Texas","48",,,,"Monahans city",1503,1013,188,52,16
"G48049068","1990",,,,,,,,,,"99999",,,"7",,"Mont Belvieu town","49068",,"3","Texas","48",,,,"Mont Belvieu town",277,181,13,11,0
"G48049128","1990",,,,,,,,,,"99999",,,"7",,"Montgomery city","49128",,"3","Texas","48",,,,"Montgomery city",84,42,5,2,0
"G48049200","1990",,,,,,,,,,"99999",,,"7",,"Moody town","49200",,"3","Texas","48",,,,"Moody town",339,162,16,4,3
"G48049272","1990",,,,,,,,,,"99999",,,"7",,"Moore Station city","49272",,"3","Texas","48",,,,"Moore Station city",45,29,8,1,0
"G48049320","1990",,,,,,,,,,"99999",,,"7",,"Moran city","49320",,"3","Texas","48",,,,"Moran city",91,28,2,3,0
"G48049356","1990",,,,,,,,,,"99999",,,"7",,"Morgan city","49356",,"3","Texas","48",,,,"Morgan city",95,55,8,4,3
"G48049380","1990",,,,,,,,,,"99999",,,"7",,"Morgan's Point city","49380",,"3","Texas","48",,,,"Morgan's Point city",71,27,3,0,0
"G48049392","1990",,,,,,,,,,"99999",,,"7",,"Morgan's Point Resort city","49392",,"3","Texas","48",,,,"Morgan's Point Resort city",429,219,15,6,0
"G48049464","1990",,,,,,,,,,"99999",,,"7",,"Morton city","49464",,"3","Texas","48",,,,"Morton city",444,301,67,28,11
"G48049560","1990",,,,,,,,,,"99999",,,"7",,"Moulton town","49560",,"3","Texas","48",,,,"Moulton town",292,91,6,2,1
"G48049600","1990",,,,,,,,,,"99999",,,"7",,"Mountain City city","49600",,"3","Texas","48",,,,"Mountain City city",80,39,1,0,0
"G48049692","1990",,,,,,,,,,"99999",,,"7",,"Mount Calm city","49692",,"3","Texas","48",,,,"Mount Calm city",73,41,2,2,0
"G48049728","1990",,,,,,,,,,"99999",,,"7",,"Mount Enterprise city","49728",,"3","Texas","48",,,,"Mount Enterprise city",146,53,7,2,1
"G48049800","1990",,,,,,,,,,"99999",,,"7",,"Mount Pleasant city","49800",,"3","Texas","48",,,,"Mount Pleasant city",2613,1308,193,118,76
"G48049860","1990",,,,,,,,,,"99999",,,"7",,"Mount Vernon town","49860",,"3","Texas","48",,,,"Mount Vernon town",551,257,25,10,3
"G48049932","1990",,,,,,,,,,"99999",,,"7",,"Muenster city","49932",,"3","Texas","48",,,,"Muenster city",348,166,12,3,0
"G48049968","1990",,,,,,,,,,"99999",,,"7",,"Muleshoe city","49968",,"3","Texas","48",,,,"Muleshoe city",943,518,97,41,16
"G48049992","1990",,,,,,,,,,"99999",,,"7",,"Mullin town","49992",,"3","Texas","48",,,,"Mullin town",45,22,5,0,0
"G48050040","1990",,,,,,,,,,"99999",,,"7",,"Munday city","50040",,"3","Texas","48",,,,"Munday city",401,183,19,9,2
"G48050076","1990",,,,,,,,,,"99999",,,"7",,"Murchison city","50076",,"3","Texas","48",,,,"Murchison city",132,65,6,0,0
"G48050100","1990",,,,,,,,,,"99999",,,"7",,"Murphy city","50100",,"3","Texas","48",,,,"Murphy city",343,145,5,1,0
"G48050184","1990",,,,,,,,,,"99999",,,"7",,"Mustang town","50184",,"3","Texas","48",,,,"Mustang town",12,4,1,1,0
"G48050200","1990",,,,,,,,,,"99999",,,"7",,"Mustang Ridge city","50200",,"3","Texas","48",,,,"Mustang Ridge city",74,85,13,1,1
"G48050256","1990",,,,,,,,,,"99999",,,"7",,"Nacogdoches city","50256",,"3","Texas","48",,,,"Nacogdoches city",7222,3568,323,131,62
"G48050316","1990",,,,,,,,,,"99999",,,"7",,"Naples town","50316",,"3","Texas","48",,,,"Naples town",426,151,17,7,3
"G48050352","1990",,,,,,,,,,"99999",,,"7",,"Nash city","50352",,"3","Texas","48",,,,"Nash city",535,299,23,3,1
"G48050376","1990",,,,,,,,,,"99999",,,"7",,"Nassau Bay city","50376",,"3","Texas","48",,,,"Nassau Bay city",1741,314,10,11,5
"G48050400","1990",,,,,,,,,,"99999",,,"7",,"Natalia city","50400",,"3","Texas","48",,,,"Natalia city",164,160,35,19,7
"G48050448","1990",,,,,,,,,,"99999",,,"7",,"Navarro town","50448",,"3","Texas","48",,,,"Navarro town",31,33,3,0,0
"G48050472","1990",,,,,,,,,,"99999",,,"7",,"Navasota city","50472",,"3","Texas","48",,,,"Navasota city",1289,716,127,44,32
"G48050496","1990",,,,,,,,,,"99999",,,"7",,"Nazareth city","50496",,"3","Texas","48",,,,"Nazareth city",53,31,11,0,0
"G48050580","1990",,,,,,,,,,"99999",,,"7",,"Nederland city","50580",,"3","Texas","48",,,,"Nederland city",3907,2157,117,25,9
"G48050628","1990",,,,,,,,,,"99999",,,"7",,"Needville city","50628",,"3","Texas","48",,,,"Needville city",405,292,36,21,6
"G48050724","1990",,,,,,,,,,"99999",,,"7",,"Nesbitt town","50724",,"3","Texas","48",,,,"Nesbitt town",66,40,4,1,0
"G48050760","1990",,,,,,,,,,"99999",,,"7",,"Nevada city","50760",,"3","Texas","48",,,,"Nevada city",85,64,7,2,0
"G48050772","1990",,,,,,,,,,"99999",,,"7",,"Newark city","50772",,"3","Texas","48",,,,"Newark city",131,90,13,2,0
"G48050796","1990",,,,,,,,,,"99999",,,"7",,"New Berlin city","50796",,"3","Texas","48",,,,"New Berlin city",49,21,1,0,0
"G48050808","1990",,,,,,,,,,"99999",,,"7",,"New Boston town","50808",,"3","Texas","48",,,,"New Boston town",1319,605,66,11,6
"G48050820","1990",,,,,,,,,,"99999",,,"7",,"New Braunfels city","50820",,"3","Texas","48",,,,"New Braunfels city",6093,3158,466,178,102
"G48050868","1990",,,,,,,,,,"99999",,,"7",,"Newcastle city","50868",,"3","Texas","48",,,,"Newcastle city",143,74,1,0,0
"G48050876","1990",,,,,,,,,,"99999",,,"7",,"New Chapel Hill city","50876",,"3","Texas","48",,,,"New Chapel Hill city",105,59,5,0,0
"G48050916","1990",,,,,,,,,,"99999",,,"7",,"New Deal town","50916",,"3","Texas","48",,,,"New Deal town",86,73,9,3,2
"G48051012","1990",,,,,,,,,,"99999",,,"7",,"New Home city","51012",,"3","Texas","48",,,,"New Home city",36,17,5,3,1
"G48051036","1990",,,,,,,,,,"99999",,,"7",,"New Hope town","51036",,"3","Texas","48",,,,"New Hope town",118,61,4,0,0
"G48051168","1990",,,,,,,,,,"99999",,,"7",,"New London city","51168",,"3","Texas","48",,,,"New London city",231,96,12,5,1
"G48051336","1990",,,,,,,,,,"99999",,,"7",,"New Summerfield city","51336",,"3","Texas","48",,,,"New Summerfield city",95,51,13,7,4
"G48051372","1990",,,,,,,,,,"99999",,,"7",,"Newton city","51372",,"3","Texas","48",,,,"Newton city",391,245,37,10,6
"G48051396","1990",,,,,,,,,,"99999",,,"7",,"New Waverly town","51396",,"3","Texas","48",,,,"New Waverly town",198,126,19,4,2
"G48051444","1990",,,,,,,,,,"99999",,,"7",,"Neylandville town","51444",,"3","Texas","48",,,,"Neylandville town",18,15,0,0,0
"G48051492","1990",,,,,,,,,,"99999",,,"7",,"Niederwald town","51492",,"3","Texas","48",,,,"Niederwald town",42,32,3,1,0
"G48051588","1990",,,,,,,,,,"99999",,,"7",,"Nixon city","51588",,"3","Texas","48",,,,"Nixon city",306,209,65,35,13
"G48051648","1990",,,,,,,,,,"99999",,,"7",,"Nocona city","51648",,"3","Texas","48",,,,"Nocona city",906,302,37,8,2
"G48051708","1990",,,,,,,,,,"99999",,,"7",,"Nolanville city","51708",,"3","Texas","48",,,,"Nolanville city",357,252,33,12,2
"G48051720","1990",,,,,,,,,,"99999",,,"7",,"Nome city","51720",,"3","Texas","48",,,,"Nome city",109,58,3,0,0
"G48051756","1990",,,,,,,,,,"99999",,,"7",,"Noonday city","51756",,"3","Texas","48",,,,"Noonday city",112,54,3,2,0
"G48051792","1990",,,,,,,,,,"99999",,,"7",,"Nordheim city","51792",,"3","Texas","48",,,,"Nordheim city",106,37,5,0,1
"G48051840","1990",,,,,,,,,,"99999",,,"7",,"Normangee town","51840",,"3","Texas","48",,,,"Normangee town",188,83,13,2,0
"G48051984","1990",,,,,,,,,,"99999",,,"7",,"North Cleveland city","51984",,"3","Texas","48",,,,"North Cleveland city",44,22,1,3,1
"G48052020","1990",,,,,,,,,,"99999",,,"7",,"Northcrest town","52020",,"3","Texas","48",,,,"Northcrest town",341,264,13,5,0
"G48052212","1990",,,,,,,,,,"99999",,,"7",,"Northlake town","52212",,"3","Texas","48",,,,"Northlake town",53,27,5,3,1
"G48052356","1990",,,,,,,,,,"99999",,,"7",,"North Richland Hills city","52356",,"3","Texas","48",,,,"North Richland Hills city",10630,5790,326,115,40
"G48052404","1990",,,,,,,,,,"99999",,,"7",,"North San Pedro CDP","52404",,"3","Texas","48",,,,"North San Pedro CDP",85,106,51,12,5
"G48052668","1990",,,,,,,,,,"99999",,,"7",,"Novice city","52668",,"3","Texas","48",,,,"Novice city",56,22,2,0,0
"G48052902","1990",,,,,,,,,,"99999",,,"7",,"Oak Grove town","52902",,"3","Texas","48",,,,"Oak Grove town",103,79,3,1,0
"G48052992","1990",,,,,,,,,,"99999",,,"7",,"Oakhurst city","52992",,"3","Texas","48",,,,"Oakhurst city",41,33,4,2,0
"G48053115","1990",,,,,,,,,,"99999",,,"7",,"Oak Leaf town","53115",,"3","Texas","48",,,,"Oak Leaf town",206,102,3,0,0
"G48053130","1990",,,,,,,,,,"99999",,,"7",,"Oak Point town","53130",,"3","Texas","48",,,,"Oak Point town",114,94,7,2,0
"G48053154","1990",,,,,,,,,,"99999",,,"7",,"Oak Ridge town","53154",,"3","Texas","48",,,,"Oak Ridge town",27,28,4,0,0
"G48053160","1990",,,,,,,,,,"99999",,,"7",,"Oak Ridge town","53160",,"3","Texas","48",,,,"Oak Ridge town",61,34,1,0,1
"G48053190","1990",,,,,,,,,,"99999",,,"7",,"Oak Ridge North town","53190",,"3","Texas","48",,,,"Oak Ridge North town",636,151,3,1,0
"G48053212","1990",,,,,,,,,,"99999",,,"7",,"Oak Trail Shores CDP","53212",,"3","Texas","48",,,,"Oak Trail Shores CDP",433,231,29,6,4
"G48053217","1990",,,,,,,,,,"99999",,,"7",,"Oak Valley town","53217",,"3","Texas","48",,,,"Oak Valley town",66,60,4,1,0
"G48053232","1990",,,,,,,,,,"99999",,,"7",,"Oakwood town","53232",,"3","Texas","48",,,,"Oakwood town",120,66,10,0,0
"G48053304","1990",,,,,,,,,,"99999",,,"7",,"O'Brien city","53304",,"3","Texas","48",,,,"O'Brien city",41,11,4,1,0
"G48053376","1990",,,,,,,,,,"99999",,,"7",,"Odem city","53376",,"3","Texas","48",,,,"Odem city",300,302,61,24,18
"G48053388","1990",,,,,,,,,,"99999",,,"7",,"Odessa city","53388",,"3","Texas","48",,,,"Odessa city",18764,11396,1647,679,340
"G48053436","1990",,,,,,,,,,"99999",,,"7",,"O'Donnell city","53436",,"3","Texas","48",,,,"O'Donnell city",207,127,26,16,2
"G48053520","1990",,,,,,,,,,"99999",,,"7",,"Oglesby city","53520",,"3","Texas","48",,,,"Oglesby city",101,56,8,2,0
"G48053824","1990",,,,,,,,,,"99999",,,"7",,"Old River-Winfree town","53824",,"3","Texas","48",,,,"Old River-Winfree town",157,171,19,7,3
"G48053988","1990",,,,,,,,,,"99999",,,"7",,"Olmos Park city","53988",,"3","Texas","48",,,,"Olmos Park city",826,134,4,4,1
"G48054000","1990",,,,,,,,,,"99999",,,"7",,"Olney city","54000",,"3","Texas","48",,,,"Olney city",1013,401,25,6,1
"G48054012","1990",,,,,,,,,,"99999",,,"7",,"Olton city","54012",,"3","Texas","48",,,,"Olton city",390,213,64,22,10
"G48054024","1990",,,,,,,,,,"99999",,,"7",,"Omaha city","54024",,"3","Texas","48",,,,"Omaha city",235,98,8,2,1
"G48054048","1990",,,,,,,,,,"99999",,,"7",,"Onalaska city","54048",,"3","Texas","48",,,,"Onalaska city",215,77,11,6,1
"G48054063","1990",,,,,,,,,,"99999",,,"7",,"Onion Creek CDP","54063",,"3","Texas","48",,,,"Onion Creek CDP",610,59,3,1,0
"G48054075","1990",,,,,,,,,,"99999",,,"7",,"Opdyke West town","54075",,"3","Texas","48",,,,"Opdyke West town",17,18,1,0,0
"G48054132","1990",,,,,,,,,,"99999",,,"7",,"Orange city","54132",,"3","Texas","48",,,,"Orange city",4698,2342,242,75,29
"G48054168","1990",,,,,,,,,,"99999",,,"7",,"Orange Grove city","54168",,"3","Texas","48",,,,"Orange Grove city",235,148,16,12,6
"G48054192","1990",,,,,,,,,,"99999",,,"7",,"Orchard town","54192",,"3","Texas","48",,,,"Orchard town",73,43,6,2,2
"G48054216","1990",,,,,,,,,,"99999",,,"7",,"Ore City city","54216",,"3","Texas","48",,,,"Ore City city",205,109,13,4,1
"G48054432","1990",,,,,,,,,,"99999",,,"7",,"Overton city","54432",,"3","Texas","48",,,,"Overton city",567,253,18,5,0
"G48054444","1990",,,,,,,,,,"99999",,,"7",,"Ovilla city","54444",,"3","Texas","48",,,,"Ovilla city",442,213,2,1,0
"G48054528","1990",,,,,,,,,,"99999",,,"7",,"Oyster Creek village","54528",,"3","Texas","48",,,,"Oyster Creek village",166,131,10,10,1
"G48054552","1990",,,,,,,,,,"99999",,,"7",,"Ozona CDP","54552",,"3","Texas","48",,,,"Ozona CDP",632,362,71,36,10
"G48054600","1990",,,,,,,,,,"99999",,,"7",,"Paducah town","54600",,"3","Texas","48",,,,"Paducah town",520,171,30,11,4
"G48054636","1990",,,,,,,,,,"99999",,,"7",,"Paint Rock town","54636",,"3","Texas","48",,,,"Paint Rock town",45,28,4,2,1
"G48054684","1990",,,,,,,,,,"99999",,,"7",,"Palacios town","54684",,"3","Texas","48",,,,"Palacios town",764,486,104,61,45
"G48054708","1990",,,,,,,,,,"99999",,,"7",,"Palestine city","54708",,"3","Texas","48",,,,"Palestine city",4199,2044,261,84,23
"G48054744","1990",,,,,,,,,,"99999",,,"7",,"Palmer town","54744",,"3","Texas","48",,,,"Palmer town",257,238,27,12,3
"G48054780","1990",,,,,,,,,,"99999",,,"7",,"Palmhurst city","54780",,"3","Texas","48",,,,"Palmhurst city",31,45,6,6,2
"G48054798","1990",,,,,,,,,,"99999",,,"7",,"Palm Valley town","54798",,"3","Texas","48",,,,"Palm Valley town",517,58,1,0,0
"G48054804","1990",,,,,,,,,,"99999",,,"7",,"Palmview city","54804",,"3","Texas","48",,,,"Palmview city",82,201,85,40,29
"G48054912","1990",,,,,,,,,,"99999",,,"7",,"Pampa city","54912",,"3","Texas","48",,,,"Pampa city",5407,2288,182,60,22
"G48054960","1990",,,,,,,,,,"99999",,,"7",,"Panhandle town","54960",,"3","Texas","48",,,,"Panhandle town",585,252,24,2,2
"G48055008","1990",,,,,,,,,,"99999",,,"7",,"Panorama Village city","55008",,"3","Texas","48",,,,"Panorama Village city",585,116,4,0,0
"G48055020","1990",,,,,,,,,,"99999",,,"7",,"Pantego town","55020",,"3","Texas","48",,,,"Pantego town",689,185,11,4,0
"G48055080","1990",,,,,,,,,,"99999",,,"7",,"Paris city","55080",,"3","Texas","48",,,,"Paris city",6600,2842,287,60,17
"G48055152","1990",,,,,,,,,,"99999",,,"7",,"Parker city","55152",,"3","Texas","48",,,,"Parker city",300,105,4,0,0
"G48056000","1990",,,,,,,,,,"99999",,,"7",,"Pasadena city","56000",,"3","Texas","48",,,,"Pasadena city",22288,15203,2254,1306,993
"G48056108","1990",,,,,,,,,,"99999",,,"7",,"Pattison city","56108",,"3","Texas","48",,,,"Pattison city",94,27,8,1,0
"G48056156","1990",,,,,,,,,,"99999",,,"7",,"Patton Village city","56156",,"3","Texas","48",,,,"Patton Village city",177,159,33,8,4
"G48056276","1990",,,,,,,,,,"99999",,,"7",,"Payne Springs town","56276",,"3","Texas","48",,,,"Payne Springs town",163,75,5,1,0
"G48056348","1990",,,,,,,,,,"99999",,,"7",,"Pearland city","56348",,"3","Texas","48",,,,"Pearland city",4140,2185,166,73,27
"G48056384","1990",,,,,,,,,,"99999",,,"7",,"Pearsall city","56384",,"3","Texas","48",,,,"Pearsall city",847,809,219,94,71
"G48056462","1990",,,,,,,,,,"99999",,,"7",,"Pecan Acres CDP","56462",,"3","Texas","48",,,,"Pecan Acres CDP",358,217,22,5,0
"G48056468","1990",,,,,,,,,,"99999",,,"7",,"Pecan Gap city","56468",,"3","Texas","48",,,,"Pecan Gap city",77,23,2,1,0
"G48056482","1990",,,,,,,,,,"99999",,,"7",,"Pecan Grove CDP","56482",,"3","Texas","48",,,,"Pecan Grove CDP",2262,892,34,12,4
"G48056485","1990",,,,,,,,,,"99999",,,"7",,"Pecan Hill city","56485",,"3","Texas","48",,,,"Pecan Hill city",106,68,7,0,0
"G48056516","1990",,,,,,,,,,"99999",,,"7",,"Pecos city","56516",,"3","Texas","48",,,,"Pecos city",1846,1474,332,91,32
"G48056640","1990",,,,,,,,,,"99999",,,"7",,"Pelican Bay town","56640",,"3","Texas","48",,,,"Pelican Bay town",207,187,25,9,3
"G48056672","1990",,,,,,,,,,"99999",,,"7",,"Penelope town","56672",,"3","Texas","48",,,,"Penelope town",46,29,2,1,1
"G48056696","1990",,,,,,,,,,"99999",,,"7",,"Penitas CDP","56696",,"3","Texas","48",,,,"Penitas CDP",79,117,41,22,18
"G48056840","1990",,,,,,,,,,"99999",,,"7",,"Pernitas Point village","56840",,"3","Texas","48",,,,"Pernitas Point village",64,19,0,1,0
"G48056912","1990",,,,,,,,,,"99999",,,"7",,"Perryton city","56912",,"3","Texas","48",,,,"Perryton city",1668,954,111,33,19
"G48056996","1990",,,,,,,,,,"99999",,,"7",,"Petersburg city","56996",,"3","Texas","48",,,,"Petersburg city",227,140,33,15,5
"G48057044","1990",,,,,,,,,,"99999",,,"7",,"Petrolia city","57044",,"3","Texas","48",,,,"Petrolia city",182,100,7,0,0
"G48057056","1990",,,,,,,,,,"99999",,,"7",,"Petronila city","57056",,"3","Texas","48",,,,"Petronila city",17,24,4,0,0
"G48057176","1990",,,,,,,,,,"99999",,,"7",,"Pflugerville city","57176",,"3","Texas","48",,,,"Pflugerville city",779,591,28,10,3
"G48057200","1990",,,,,,,,,,"99999",,,"7",,"Pharr city","57200",,"3","Texas","48",,,,"Pharr city",2875,3248,1214,758,564
"G48057476","1990",,,,,,,,,,"99999",,,"7",,"Pilot Point city","57476",,"3","Texas","48",,,,"Pilot Point city",569,330,27,6,3
"G48057524","1990",,,,,,,,,,"99999",,,"7",,"Pine Forest city","57524",,"3","Texas","48",,,,"Pine Forest city",117,100,15,2,0
"G48057596","1990",,,,,,,,,,"99999",,,"7",,"Pinehurst CDP","57596",,"3","Texas","48",,,,"Pinehurst CDP",616,433,36,17,6
"G48057608","1990",,,,,,,,,,"99999",,,"7",,"Pinehurst city","57608",,"3","Texas","48",,,,"Pinehurst city",764,282,29,4,10
"G48057615","1990",,,,,,,,,,"99999",,,"7",,"Pine Island town","57615",,"3","Texas","48",,,,"Pine Island town",120,78,6,4,0
