GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,F90001,F90002,F90003,F90004,F90005,F90006,F90007,F90008,F90009,F90010
"G21024274","2000","3","6","Kentucky","21",,,"Elizabethtown city","24274",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Elizabethtown city",4395,1015,38,10,0,2546,1161,68,67,8
"G21024382","2000","3","6","Kentucky","21",,,"Elkhorn City city","24382",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Elkhorn City city",248,65,5,0,0,79,26,5,2,0
"G21024400","2000","3","6","Kentucky","21",,,"Elkton city","24400",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Elkton city",453,77,7,0,0,129,123,4,0,5
"G21024778","2000","3","6","Kentucky","21",,,"Elsmere city","24778",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Elsmere city",1623,705,11,0,0,326,218,36,0,0
"G21024904","2000","3","6","Kentucky","21",,,"Eminence city","24904",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Eminence city",481,141,12,0,0,209,101,14,5,0
"G21025300","2000","3","6","Kentucky","21",,,"Erlanger city","25300",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Erlanger city",3458,1029,33,0,0,1423,655,43,9,0
"G21025552","2000","3","6","Kentucky","21",,,"Eubank city","25552",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Eubank city",91,18,0,0,0,19,9,11,0,0
"G21025606","2000","3","6","Kentucky","21",,,"Evarts city","25606",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Evarts city",213,69,8,2,0,64,60,4,0,0
"G21025786","2000","3","6","Kentucky","21",,,"Ewing city","25786",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ewing city",65,20,0,0,0,7,16,2,0,0
"G21025966","2000","3","6","Kentucky","21",,,"Fairdale CDP","25966",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Fairdale CDP",1490,779,51,0,0,322,294,16,0,0
"G21026020","2000","3","6","Kentucky","21",,,"Fairfield city","26020",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fairfield city",7,0,0,0,0,3,0,0,0,0
"G21026074","2000","3","6","Kentucky","21",,,"Fairmeade city","26074",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Fairmeade city",103,13,0,0,0,9,4,0,0,0
"G21026236","2000","3","6","Kentucky","21",,,"Fairview city","26236",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Fairview city",13,1,0,0,0,0,0,0,0,0
"G21026434","2000","3","6","Kentucky","21",,,"Falmouth city","26434",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Falmouth city",392,128,10,0,0,184,122,14,5,0
"G21027010","2000","3","6","Kentucky","21",,,"Ferguson city","27010",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ferguson city",185,40,4,0,0,61,48,0,0,0
"G21027046","2000","3","6","Kentucky","21",,,"Fern Creek CDP","27046",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Fern Creek CDP",3914,1230,30,0,0,904,616,30,34,8
"G21027262","2000","3","6","Kentucky","21",,,"Fincastle city","27262",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Fincastle city",180,74,2,0,0,26,15,0,0,0
"G21027802","2000","3","6","Kentucky","21",,,"Flatwoods city","27802",,,,,,,,,,,"3400","9999","9999",,,,,,,,"Flatwoods city",1840,528,40,0,0,469,292,0,11,0
"G21027846","2000","3","6","Kentucky","21",,,"Fleming-Neon city","27846",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fleming-Neon city",175,78,7,0,0,56,20,6,0,0
"G21027856","2000","3","6","Kentucky","21",,,"Flemingsburg city","27856",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Flemingsburg city",656,138,0,0,0,348,131,17,0,0
"G21027982","2000","3","6","Kentucky","21",,,"Florence city","27982",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Florence city",3828,1087,27,8,8,3206,1336,65,47,0
"G21028270","2000","3","6","Kentucky","21",,,"Fordsville city","28270",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fordsville city",96,27,4,0,0,36,27,4,0,0
"G21028342","2000","3","6","Kentucky","21",,,"Forest Hills city","28342",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Forest Hills city",138,38,0,0,0,9,6,0,0,0
"G21028486","2000","3","6","Kentucky","21",,,"Fort Campbell North CDP","28486",,,,,,,,,,,"1660","9999","9999",,,,,,,,"Fort Campbell North CDP",29,10,0,0,0,519,2012,190,85,0
"G21028540","2000","3","6","Kentucky","21",,,"Fort Knox CDP","28540",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fort Knox CDP",20,27,11,0,0,729,1745,201,37,0
"G21028558","2000","3","6","Kentucky","21",,,"Fort Mitchell city","28558",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Fort Mitchell city",1468,386,9,0,0,1287,360,9,16,0
"G21028594","2000","3","6","Kentucky","21",,,"Fort Thomas city","28594",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Fort Thomas city",3745,907,21,0,0,1607,473,0,0,0
"G21028612","2000","3","6","Kentucky","21",,,"Fort Wright city","28612",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Fort Wright city",1485,271,0,0,0,523,129,0,11,0
"G21028666","2000","3","6","Kentucky","21",,,"Fountain Run city","28666",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fountain Run city",69,16,2,0,0,19,5,0,0,0
"G21028785","2000","3","6","Kentucky","21",,,"Fox Chase city","28785",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Fox Chase city",168,15,2,0,0,2,0,0,0,0
"G21028900","2000","3","6","Kentucky","21",,,"Frankfort city","28900",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Frankfort city",5400,960,3,10,0,3941,1734,159,61,15
"G21028918","2000","3","6","Kentucky","21",,,"Franklin city","28918",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin city",1655,458,8,0,0,622,485,15,0,0
"G21029080","2000","3","6","Kentucky","21",,,"Fredonia city","29080",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fredonia city",108,37,6,0,0,21,11,0,0,0
"G21029260","2000","3","6","Kentucky","21",,,"Frenchburg city","29260",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Frenchburg city",120,37,0,0,0,53,33,4,0,0
"G21029566","2000","3","6","Kentucky","21",,,"Fulton city","29566",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fulton city",597,74,5,0,0,365,160,30,13,0
"G21029872","2000","3","6","Kentucky","21",,,"Gamaliel city","29872",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gamaliel city",140,29,0,0,0,22,5,0,0,0
"G21030700","2000","3","6","Kentucky","21",,,"Georgetown city","30700",,,,,,,,,,,"4280","9999","9999",,,,,,,,"Georgetown city",2885,889,27,0,0,1753,1004,74,10,17
"G21030718","2000","3","6","Kentucky","21",,,"Germantown city","30718",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Germantown city",49,9,0,0,0,14,8,0,0,0
"G21030808","2000","3","6","Kentucky","21",,,"Ghent city","30808",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ghent city",64,15,3,0,0,11,18,4,2,0
"G21031114","2000","3","6","Kentucky","21",,,"Glasgow city","31114",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Glasgow city",2775,446,13,0,0,1674,618,59,14,0
"G21031204","2000","3","6","Kentucky","21",,,"Glencoe city","31204",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Glencoe city",47,23,0,0,0,13,12,0,3,0
"G21031348","2000","3","6","Kentucky","21",,,"Glenview city","31348",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Glenview city",176,16,0,0,0,19,3,0,0,0
"G21031402","2000","3","6","Kentucky","21",,,"Glenview Hills city","31402",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Glenview Hills city",126,4,0,0,0,3,0,0,0,0
"G21031420","2000","3","6","Kentucky","21",,,"Glenview Manor city","31420",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Glenview Manor city",74,7,0,0,0,0,0,0,0,0
"G21031870","2000","3","6","Kentucky","21",,,"Goose Creek city","31870",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Goose Creek city",111,6,0,0,0,0,0,0,0,0
"G21031960","2000","3","6","Kentucky","21",,,"Goshen city","31960",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Goshen city",200,84,0,0,0,3,0,0,0,0
"G21032212","2000","3","6","Kentucky","21",,,"Grand Rivers city","32212",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grand Rivers city",102,11,0,0,0,36,15,0,0,0
"G21032428","2000","3","6","Kentucky","21",,,"Gratz city","32428",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gratz city",21,9,0,0,0,3,0,0,0,0
"G21032523","2000","3","6","Kentucky","21",,,"Graymoor-Devondale city","32523",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Graymoor-Devondale city",733,95,0,0,0,233,81,11,0,0
"G21032572","2000","3","6","Kentucky","21",,,"Grayson city","32572",,,,,,,,,,,"3400","9999","9999",,,,,,,,"Grayson city",606,170,0,0,0,373,234,10,25,0
"G21032968","2000","3","6","Kentucky","21",,,"Greensburg city","32968",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greensburg city",553,75,11,0,0,319,65,4,0,0
"G21032986","2000","3","6","Kentucky","21",,,"Green Spring city","32986",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Green Spring city",207,34,0,0,0,2,3,0,0,0
"G21033004","2000","3","6","Kentucky","21",,,"Greenup city","33004",,,,,,,,,,,"3400","9999","9999",,,,,,,,"Greenup city",305,53,2,0,0,77,45,0,0,0
"G21033022","2000","3","6","Kentucky","21",,,"Greenville city","33022",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greenville city",1060,226,16,0,0,392,128,7,7,0
"G21033562","2000","3","6","Kentucky","21",,,"Guthrie city","33562",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Guthrie city",236,94,6,0,0,151,94,8,6,0
"G21034390","2000","3","6","Kentucky","21",,,"Hanson city","34390",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hanson city",140,53,2,0,0,18,22,0,0,0
"G21034534","2000","3","6","Kentucky","21",,,"Hardin city","34534",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hardin city",124,36,0,0,0,69,29,0,0,0
"G21034552","2000","3","6","Kentucky","21",,,"Hardinsburg city","34552",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hardinsburg city",468,132,4,0,0,269,82,5,5,0
"G21034732","2000","3","6","Kentucky","21",,,"Harlan city","34732",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harlan city",374,84,0,0,0,350,101,5,11,0
"G21034966","2000","3","6","Kentucky","21",,,"Harrodsburg city","34966",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harrodsburg city",1717,384,13,7,0,733,558,47,7,7
"G21035020","2000","3","6","Kentucky","21",,,"Hartford city","35020",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hartford city",530,143,4,0,0,282,116,7,0,0
"G21035200","2000","3","6","Kentucky","21",,,"Hawesville city","35200",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hawesville city",241,59,0,5,0,70,27,0,0,0
"G21035362","2000","3","6","Kentucky","21",,,"Hazard city","35362",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hazard city",903,204,8,0,0,573,271,10,0,0
"G21035380","2000","3","6","Kentucky","21",,,"Hazel city","35380",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hazel city",121,35,2,0,0,28,10,0,0,0
"G21035545","2000","3","6","Kentucky","21",,,"Hebron Estates city","35545",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Hebron Estates city",224,93,0,0,0,69,39,0,3,0
"G21035866","2000","3","6","Kentucky","21",,,"Henderson city","35866",,,,,,,,,,,"2440","9999","9999",,,,,,,,"Henderson city",5304,1429,19,0,0,3240,1591,122,0,10
"G21035902","2000","3","6","Kentucky","21",,,"Hendron CDP","35902",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hendron CDP",1166,190,23,0,0,384,81,0,7,0
"G21036298","2000","3","6","Kentucky","21",,,"Hickman city","36298",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hickman city",479,129,21,0,0,240,123,9,4,0
"G21036374","2000","3","6","Kentucky","21",,,"Hickory Hill city","36374",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Hickory Hill city",39,8,2,0,0,2,0,0,0,0
"G21036604","2000","3","6","Kentucky","21",,,"Highland Heights city","36604",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Highland Heights city",1448,251,9,0,0,689,243,10,15,0
"G21036730","2000","3","6","Kentucky","21",,,"Highview CDP","36730",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Highview CDP",3692,976,44,0,0,695,456,15,22,0
"G21036865","2000","3","6","Kentucky","21",,,"Hills and Dales city","36865",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Hills and Dales city",53,0,0,0,0,2,0,0,0,0
"G21036982","2000","3","6","Kentucky","21",,,"Hillview city","36982",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Hillview city",1309,664,37,6,0,167,167,20,0,0
"G21037108","2000","3","6","Kentucky","21",,,"Hindman city","37108",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hindman city",147,34,0,0,0,124,50,4,0,0
"G21037234","2000","3","6","Kentucky","21",,,"Hiseville city","37234",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hiseville city",66,14,0,0,0,11,10,0,0,0
"G21037396","2000","3","6","Kentucky","21",,,"Hodgenville city","37396",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hodgenville city",625,158,0,0,0,288,159,5,13,0
"G21037576","2000","3","6","Kentucky","21",,,"Hollow Creek city","37576",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Hollow Creek city",260,37,1,0,0,2,2,0,0,0
"G21037630","2000","3","6","Kentucky","21",,,"Hollyvilla city","37630",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Hollyvilla city",137,35,3,0,0,7,10,0,0,0
"G21037918","2000","3","6","Kentucky","21",,,"Hopkinsville city","37918",,,,,,,,,,,"1660","9999","9999",,,,,,,,"Hopkinsville city",5507,1493,43,6,6,3035,1887,181,46,11
"G21038008","2000","3","6","Kentucky","21",,,"Horse Cave city","38008",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Horse Cave city",468,90,5,0,0,272,136,4,10,0
"G21038170","2000","3","6","Kentucky","21",,,"Houston Acres city","38170",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Houston Acres city",168,33,0,0,0,24,4,0,0,0
"G21038670","2000","3","6","Kentucky","21",,,"Hunters Hollow city","38670",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Hunters Hollow city",58,39,0,0,0,5,8,0,0,0
"G21038814","2000","3","6","Kentucky","21",,,"Hurstbourne city","38814",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Hurstbourne city",1283,55,0,0,0,357,53,0,0,0
"G21038818","2000","3","6","Kentucky","21",,,"Hurstbourne Acres city","38818",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Hurstbourne Acres city",148,23,5,0,0,559,161,11,16,4
"G21038836","2000","3","6","Kentucky","21",,,"Hustonville city","38836",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hustonville city",98,20,0,0,0,49,7,0,0,0
"G21038908","2000","3","6","Kentucky","21",,,"Hyden city","38908",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hyden city",63,14,0,0,0,18,3,0,0,0
"G21039142","2000","3","6","Kentucky","21",,,"Independence city","39142",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Independence city",2705,1249,29,0,0,701,471,46,9,0
"G21039304","2000","3","6","Kentucky","21",,,"Indian Hills city","39304",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Indian Hills city",1034,53,0,0,0,27,2,0,0,0
"G21039430","2000","3","6","Kentucky","21",,,"Inez city","39430",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Inez city",103,14,0,0,0,59,19,0,0,0
"G21039646","2000","3","6","Kentucky","21",,,"Irvine city","39646",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Irvine city",515,159,12,0,0,411,156,6,7,0
"G21039664","2000","3","6","Kentucky","21",,,"Irvington city","39664",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Irvington city",258,81,6,0,2,90,67,6,0,0
"G21039700","2000","3","6","Kentucky","21",,,"Island city","39700",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Island city",115,47,0,0,0,19,4,0,0,0
"G21039952","2000","3","6","Kentucky","21",,,"Jackson city","39952",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson city",561,144,3,0,0,186,123,8,2,0
"G21040114","2000","3","6","Kentucky","21",,,"Jamestown city","40114",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jamestown city",321,107,2,4,0,161,57,8,1,2
"G21040222","2000","3","6","Kentucky","21",,,"Jeffersontown city","40222",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Jeffersontown city",5942,1458,13,17,0,1936,1102,95,51,0
"G21040240","2000","3","6","Kentucky","21",,,"Jeffersonville city","40240",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jeffersonville city",378,189,6,0,0,66,40,5,0,2
"G21040312","2000","3","6","Kentucky","21",,,"Jenkins city","40312",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jenkins city",507,140,5,0,2,218,105,2,0,0
"G21041338","2000","3","6","Kentucky","21",,,"Junction City city","41338",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Junction City city",367,167,12,0,0,169,114,17,0,5
"G21041734","2000","3","6","Kentucky","21",,,"Keeneland city","41734",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Keeneland city",101,28,0,0,0,14,11,0,0,0
"G21042094","2000","3","6","Kentucky","21",,,"Kenton Vale city","42094",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Kenton Vale city",28,17,0,0,0,6,7,0,0,0
"G21042292","2000","3","6","Kentucky","21",,,"Kevil city","42292",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kevil city",150,37,0,0,0,54,4,0,0,0
"G21042598","2000","3","6","Kentucky","21",,,"Kingsley city","42598",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Kingsley city",134,28,0,0,0,16,2,0,0,0
"G21043264","2000","3","6","Kentucky","21",,,"Kuttawa city","43264",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kuttawa city",179,19,2,0,0,16,3,0,0,0
"G21043336","2000","3","6","Kentucky","21",,,"La Center city","43336",,,,,,,,,,,"9999","9999","9999",,,,,,,,"La Center city",231,69,3,2,0,85,28,4,0,0
"G21043444","2000","3","6","Kentucky","21",,,"LaFayette city","43444",,,,,,,,,,,"1660","9999","9999",,,,,,,,"LaFayette city",40,15,0,4,0,7,8,3,0,0
"G21043480","2000","3","6","Kentucky","21",,,"La Grange city","43480",,,,,,,,,,,"4520","9999","9999",,,,,,,,"La Grange city",1067,434,14,0,6,406,245,20,0,0
"G21043606","2000","3","6","Kentucky","21",,,"Lakeside Park city","43606",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Lakeside Park city",673,167,0,0,0,322,80,0,0,0
"G21043668","2000","3","6","Kentucky","21",,,"Lakeview Heights city","43668",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lakeview Heights city",89,13,0,0,0,0,0,0,0,0
"G21043840","2000","3","6","Kentucky","21",,,"Lancaster city","43840",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lancaster city",671,194,11,0,0,430,266,20,25,7
"G21043900","2000","3","6","Kentucky","21",,,"Langdon Place city","43900",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Langdon Place city",255,45,0,0,0,26,17,0,0,0
"G21044038","2000","3","6","Kentucky","21",,,"Latonia Lakes city","44038",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Latonia Lakes city",70,28,2,0,0,6,10,3,0,0
"G21044146","2000","3","6","Kentucky","21",,,"Lawrenceburg city","44146",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrenceburg city",1795,747,18,0,0,609,353,32,0,0
"G21044344","2000","3","6","Kentucky","21",,,"Lebanon city","44344",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lebanon city",1180,207,7,0,0,530,299,32,21,8
"G21044362","2000","3","6","Kentucky","21",,,"Lebanon Junction city","44362",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Lebanon Junction city",318,161,4,0,0,160,75,5,0,0
"G21044434","2000","3","6","Kentucky","21",,,"Ledbetter CDP","44434",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ledbetter CDP",397,151,0,6,0,36,40,9,8,0
"G21044686","2000","3","6","Kentucky","21",,,"Leitchfield city","44686",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leitchfield city",1145,269,14,0,0,700,310,23,6,10
"G21045064","2000","3","6","Kentucky","21",,,"Lewisburg city","45064",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lewisburg city",214,50,3,0,0,97,37,8,3,0
"G21045136","2000","3","6","Kentucky","21",,,"Lewisport city","45136",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lewisport city",323,134,3,4,0,123,67,7,4,0
"G21046027","2000","3","6","Kentucky","21",,,"Lexington-Fayette","46027",,,,,,,,,,,"4280","9999","9999",,,,,,,,"Lexington-Fayette",49846,9762,246,61,0,31343,15010,1188,608,224
"G21046072","2000","3","6","Kentucky","21",,,"Liberty city","46072",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Liberty city",444,81,5,0,0,253,90,0,0,0
"G21046540","2000","3","6","Kentucky","21",,,"Lincolnshire city","46540",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Lincolnshire city",51,10,0,0,0,2,0,0,0,0
"G21047062","2000","3","6","Kentucky","21",,,"Livermore city","47062",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Livermore city",297,134,0,0,0,105,81,10,0,0
"G21047098","2000","3","6","Kentucky","21",,,"Livingston city","47098",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Livingston city",65,15,0,0,0,25,2,0,0,0
"G21047476","2000","3","6","Kentucky","21",,,"London city","47476",,,,,,,,,,,"9999","9999","9999",,,,,,,,"London city",1054,242,0,0,0,730,359,61,0,0
"G21047512","2000","3","6","Kentucky","21",,,"Lone Oak city","47512",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lone Oak city",90,18,0,0,0,80,35,2,0,0
"G21047710","2000","3","6","Kentucky","21",,,"Loretto city","47710",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Loretto city",148,71,0,0,0,18,13,0,0,0
"G21047854","2000","3","6","Kentucky","21",,,"Louisa city","47854",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Louisa city",379,84,4,0,0,315,133,9,4,0
"G21048000","2000","3","6","Kentucky","21",,,"Louisville city","48000",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Louisville city",46662,11036,592,160,31,32912,17147,1745,914,155
"G21048288","2000","3","6","Kentucky","21",,,"Loyall city","48288",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Loyall city",162,40,0,0,0,96,48,3,0,0
"G21048378","2000","3","6","Kentucky","21",,,"Ludlow city","48378",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Ludlow city",769,347,5,0,0,403,211,7,0,0
"G21048540","2000","3","6","Kentucky","21",,,"Lynch city","48540",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lynch city",273,49,0,0,0,70,25,0,2,0
"G21048558","2000","3","6","Kentucky","21",,,"Lyndon city","48558",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Lyndon city",1614,365,9,0,0,1889,557,43,13,3
"G21048648","2000","3","6","Kentucky","21",,,"Lynnview city","48648",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Lynnview city",302,77,2,0,0,30,21,0,2,0
"G21049098","2000","3","6","Kentucky","21",,,"McHenry city","49098",,,,,,,,,,,"9999","9999","9999",,,,,,,,"McHenry city",101,40,0,0,0,14,11,0,3,0
"G21049116","2000","3","6","Kentucky","21",,,"McKee city","49116",,,,,,,,,,,"9999","9999","9999",,,,,,,,"McKee city",85,42,2,0,0,139,91,5,0,0
"G21049206","2000","3","6","Kentucky","21",,,"Mackville city","49206",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mackville city",66,12,0,0,0,6,5,0,0,0
"G21049278","2000","3","6","Kentucky","21",,,"McRoberts CDP","49278",,,,,,,,,,,"9999","9999","9999",,,,,,,,"McRoberts CDP",227,75,4,0,0,38,10,0,0,0
"G21049368","2000","3","6","Kentucky","21",,,"Madisonville city","49368",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madisonville city",4316,951,45,0,0,1877,827,16,7,6
"G21049656","2000","3","6","Kentucky","21",,,"Manchester city","49656",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Manchester city",260,61,5,1,0,304,139,3,4,2
"G21049800","2000","3","6","Kentucky","21",,,"Manor Creek city","49800",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Manor Creek city",70,10,0,0,0,0,0,0,0,0
"G21050034","2000","3","6","Kentucky","21",,,"Marion city","50034",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion city",842,112,5,0,0,293,168,12,0,0
"G21050286","2000","3","6","Kentucky","21",,,"Martin city","50286",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Martin city",101,25,0,0,0,93,69,5,0,0
"G21050412","2000","3","6","Kentucky","21",,,"Maryhill Estates city","50412",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Maryhill Estates city",53,14,0,0,0,0,0,0,0,0
"G21050520","2000","3","6","Kentucky","21",,,"Masonville CDP","50520",,,,,,,,,,,"5990","9999","9999",,,,,,,,"Masonville CDP",267,93,0,0,0,17,13,0,4,0
"G21050556","2000","3","6","Kentucky","21",,,"Massac CDP","50556",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Massac CDP",968,184,2,0,0,349,77,14,0,0
"G21050898","2000","3","6","Kentucky","21",,,"Mayfield city","50898",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mayfield city",2236,285,40,0,9,1163,511,84,36,17
"G21051024","2000","3","6","Kentucky","21",,,"Maysville city","51024",,,,,,,,,,,"9999","9999","9999",,,,,,,,"Maysville city",1857,343,0,0,0,1069,534,43,11,8
"G21051193","2000","3","6","Kentucky","21",,,"Meadowbrook Farm city","51193",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Meadowbrook Farm city",46,2,0,0,0,8,2,0,0,0
"G21051258","2000","3","6","Kentucky","21",,,"Meadow Vale city","51258",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Meadow Vale city",248,31,0,0,0,6,4,0,0,0
"G21051294","2000","3","6","Kentucky","21",,,"Meadowview Estates city","51294",,,,,,,,,,,"4520","9999","9999",,,,,,,,"Meadowview Estates city",78,1,0,0,0,89,57,2,4,0
"G21051438","2000","3","6","Kentucky","21",,,"Melbourne city","51438",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Melbourne city",99,25,0,1,0,5,0,0,0,0
"G21051564","2000","3","6","Kentucky","21",,,"Mentor city","51564",,,,,,,,,,,"1642","1640","9999",,,,,,,,"Mentor city",38,19,3,0,0,7,1,0,0,0
