GISJOIN,YEAR,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G3402820","1970","New Jersey","34",,,"Morristown","2820",,,,,,,,,,,"Morristown",6074,273,79
"G3402825","1970","New Jersey","34",,,"Mountain Lakes","2825",,,,,,,,,,,"Mountain Lakes",1153,11,4
"G3402830","1970","New Jersey","34",,,"Mountainside","2830",,,,,,,,,,,"Mountainside",2153,17,2
"G3402835","1970","New Jersey","34",,,"Mount Arlington","2835",,,,,,,,,,,"Mount Arlington",998,35,9
"G3402840","1970","New Jersey","34",,,"Mount Ephraim","2840",,,,,,,,,,,"Mount Ephraim",1741,82,10
"G3402845","1970","New Jersey","34",,,"Mount Freedom (U)","2845",,,,,,,,,,,"Mount Freedom (U)",438,36,9
"G3402875","1970","New Jersey","34",,,"National Park","2875",,,,,,,,,,,"National Park",941,78,13
"G3402885","1970","New Jersey","34",,,"Neptune City","2885",,,,,,,,,,,"Neptune City",1771,68,11
"G3402890","1970","New Jersey","34",,,"Netcong","2890",,,,,,,,,,,"Netcong",795,42,9
"G3402895","1970","New Jersey","34",,,"Newark","2895",,,,,,,,,,,"Newark",103332,12917,4792
"G3402900","1970","New Jersey","34",,,"New Brunswick","2900",,,,,,,,,,,"New Brunswick",11619,787,335
"G3402905","1970","New Jersey","34",,,"New Egypt (U)","2905",,,,,,,,,,,"New Egypt (U)",567,32,7
"G3402910","1970","New Jersey","34",,,"Newfield","2910",,,,,,,,,,,"Newfield",433,25,4
"G3402920","1970","New Jersey","34",,,"New Milford","2920",,,,,,,,,,,"New Milford",6078,252,20
"G3402925","1970","New Jersey","34",,,"New Providence","2925",,,,,,,,,,,"New Providence",3723,53,5
"G3402930","1970","New Jersey","34",,,"New Shrewsbury","2930",,,,,,,,,,,"New Shrewsbury",1339,124,19
"G3402935","1970","New Jersey","34",,,"Newton","2935",,,,,,,,,,,"Newton",2291,114,24
"G3402940","1970","New Jersey","34",,,"North Arlington","2940",,,,,,,,,,,"North Arlington",6030,227,33
"G3402955","1970","New Jersey","34",,,"North Caldwell","2955",,,,,,,,,,,"North Caldwell",1514,23,3
"G3402957","1970","New Jersey","34",,,"North Cape May (U)","2957",,,,,,,,,,,"North Cape May (U)",1285,68,12
"G3402960","1970","New Jersey","34",,,"Northfield","2960",,,,,,,,,,,"Northfield",2328,97,17
"G3402965","1970","New Jersey","34",,,"North Haledon","2965",,,,,,,,,,,"North Haledon",2158,61,8
"G3402975","1970","New Jersey","34",,,"North Plainfield","2975",,,,,,,,,,,"North Plainfield",7356,189,40
"G3402985","1970","New Jersey","34",,,"Northvale","2985",,,,,,,,,,,"Northvale",1257,66,11
"G3402990","1970","New Jersey","34",,,"North Wildwood","2990",,,,,,,,,,,"North Wildwood",1452,53,16
"G3402995","1970","New Jersey","34",,,"Norwood","2995",,,,,,,,,,,"Norwood",1089,39,4
"G3403000","1970","New Jersey","34",,,"Nutley","3000",,,,,,,,,,,"Nutley",9808,351,59
"G3403005","1970","New Jersey","34",,,"Oakhurst (U)","3005",,,,,,,,,,,"Oakhurst (U)",1567,36,4
"G3403010","1970","New Jersey","34",,,"Oakland","3010",,,,,,,,,,,"Oakland",3537,127,15
"G3403015","1970","New Jersey","34",,,"Oaklyn","3015",,,,,,,,,,,"Oaklyn",1682,33,4
"G3403020","1970","New Jersey","34",,,"Ocean City","3020",,,,,,,,,,,"Ocean City",4093,80,21
"G3403035","1970","New Jersey","34",,,"Ocean Gate","3035",,,,,,,,,,,"Ocean Gate",366,14,3
"G3403040","1970","New Jersey","34",,,"Oceanport","3040",,,,,,,,,,,"Oceanport",1403,33,16
"G3403045","1970","New Jersey","34",,,"Ogdensburg","3045",,,,,,,,,,,"Ogdensburg",585,27,5
"G3403050","1970","New Jersey","34",,,"Old Bridge (U)","3050",,,,,,,,,,,"Old Bridge (U)",5409,383,51
"G3403055","1970","New Jersey","34",,,"Old Tappan","3055",,,,,,,,,,,"Old Tappan",961,23,3
"G3403060","1970","New Jersey","34",,,"Oradell","3060",,,,,,,,,,,"Oradell",2485,36,3
"G3403065","1970","New Jersey","34",,,"Orange","3065",,,,,,,,,,,"Orange",11175,677,194
"G3403070","1970","New Jersey","34",,,"Oxford Center (U)","3070",,,,,,,,,,,"Oxford Center (U)",369,30,5
"G3403080","1970","New Jersey","34",,,"Palisades Park","3080",,,,,,,,,,,"Palisades Park",4515,220,28
"G3403085","1970","New Jersey","34",,,"Palmyra","3085",,,,,,,,,,,"Palmyra",2110,70,19
"G3403090","1970","New Jersey","34",,,"Paramus","3090",,,,,,,,,,,"Paramus",7202,251,39
"G3403095","1970","New Jersey","34",,,"Park Ridge","3095",,,,,,,,,,,"Park Ridge",2272,81,10
"G3403110","1970","New Jersey","34",,,"Passaic","3110",,,,,,,,,,,"Passaic",17452,1361,492
"G3403115","1970","New Jersey","34",,,"Paterson","3115",,,,,,,,,,,"Paterson",42241,4177,1328
"G3403120","1970","New Jersey","34",,,"Paulsboro","3120",,,,,,,,,,,"Paulsboro",2248,165,44
"G3403125","1970","New Jersey","34",,,"Peapack-Gladstone","3125",,,,,,,,,,,"Peapack-Gladstone",570,8,0
"G3403130","1970","New Jersey","34",,,"Pemberton","3130",,,,,,,,,,,"Pemberton",450,17,4
"G3403140","1970","New Jersey","34",,,"Pennington","3140",,,,,,,,,,,"Pennington",688,6,2
"G3403150","1970","New Jersey","34",,,"Penns Grove","3150",,,,,,,,,,,"Penns Grove",1698,111,31
"G3403155","1970","New Jersey","34",,,"Pennsville (U)","3155",,,,,,,,,,,"Pennsville (U)",3346,136,24
"G3403160","1970","New Jersey","34",,,"Perth Amboy","3160",,,,,,,,,,,"Perth Amboy",11919,840,285
"G3403165","1970","New Jersey","34",,,"Phillipsburg","3165",,,,,,,,,,,"Phillipsburg",5721,245,24
"G3403175","1970","New Jersey","34",,,"Pine Beach","3175",,,,,,,,,,,"Pine Beach",485,12,3
"G3403180","1970","New Jersey","34",,,"Pine Hill","3180",,,,,,,,,,,"Pine Hill",1275,126,25
"G3403185","1970","New Jersey","34",,,"Pine Valley","3185",,,,,,,,,,,"Pine Valley",12,0,0
"G3403195","1970","New Jersey","34",,,"Pitman","3195",,,,,,,,,,,"Pitman",3211,83,11
"G3403205","1970","New Jersey","34",,,"Plainfield","3205",,,,,,,,,,,"Plainfield",13871,862,200
"G3403215","1970","New Jersey","34",,,"Pleasantville","3215",,,,,,,,,,,"Pleasantville",4155,283,57
"G3403225","1970","New Jersey","34",,,"Point Pleasant Beach","3225",,,,,,,,,,,"Point Pleasant Beach",1680,30,10
"G3403230","1970","New Jersey","34",,,"Point Pleasant","3230",,,,,,,,,,,"Point Pleasant",5216,184,25
"G3403240","1970","New Jersey","34",,,"Pompton Lakes","3240",,,,,,,,,,,"Pompton Lakes",3042,128,23
"G3403245","1970","New Jersey","34",,,"Port Norris (U)","3245",,,,,,,,,,,"Port Norris (U)",523,55,20
"G3403250","1970","New Jersey","34",,,"Port Republic","3250",,,,,,,,,,,"Port Republic",193,9,3
"G3403255","1970","New Jersey","34",,,"Princeton","3255",,,,,,,,,,,"Princeton",3105,57,28
"G3403259","1970","New Jersey","34",,,"Princeton North (U)","3259",,,,,,,,,,,"Princeton North (U)",1649,14,6
"G3403265","1970","New Jersey","34",,,"Prospect Park","3265",,,,,,,,,,,"Prospect Park",1707,102,17
"G3403275","1970","New Jersey","34",,,"Rahway","3275",,,,,,,,,,,"Rahway",8824,456,77
"G3403277","1970","New Jersey","34",,,"Ramblewood (U)","3277",,,,,,,,,,,"Ramblewood (U)",1261,15,3
"G3403280","1970","New Jersey","34",,,"Ramsey","3280",,,,,,,,,,,"Ramsey",3449,88,17
"G3403300","1970","New Jersey","34",,,"Raritan","3300",,,,,,,,,,,"Raritan",1993,108,27
"G3403310","1970","New Jersey","34",,,"Red Bank","3310",,,,,,,,,,,"Red Bank",4646,193,60
"G3403315","1970","New Jersey","34",,,"Ridgefield","3315",,,,,,,,,,,"Ridgefield",3618,151,20
"G3403325","1970","New Jersey","34",,,"Ridgefield Park","3325",,,,,,,,,,,"Ridgefield Park",4587,247,50
"G3403335","1970","New Jersey","34",,,"Ridgewood","3335",,,,,,,,,,,"Ridgewood",7960,134,17
"G3403340","1970","New Jersey","34",,,"Ringwood","3340",,,,,,,,,,,"Ringwood",2524,169,27
"G3403345","1970","New Jersey","34",,,"Rio Grande (U)","3345",,,,,,,,,,,"Rio Grande (U)",390,17,7
"G3403350","1970","New Jersey","34",,,"Riverdale","3350",,,,,,,,,,,"Riverdale",762,33,6
"G3403355","1970","New Jersey","34",,,"River Edge","3355",,,,,,,,,,,"River Edge",3970,107,4
"G3403375","1970","New Jersey","34",,,"Riverton","3375",,,,,,,,,,,"Riverton",1024,27,1
"G3403390","1970","New Jersey","34",,,"Rockaway","3390",,,,,,,,,,,"Rockaway",1772,100,18
"G3403400","1970","New Jersey","34",,,"Rockleigh","3400",,,,,,,,,,,"Rockleigh",52,0,1
"G3403405","1970","New Jersey","34",,,"Rocky Hill","3405",,,,,,,,,,,"Rocky Hill",263,5,0
"G3403415","1970","New Jersey","34",,,"Roosevelt","3415",,,,,,,,,,,"Roosevelt",238,9,2
"G3403420","1970","New Jersey","34",,,"Roseland","3420",,,,,,,,,,,"Roseland",1199,12,0
"G3403425","1970","New Jersey","34",,,"Roselle","3425",,,,,,,,,,,"Roselle",6790,356,74
"G3403430","1970","New Jersey","34",,,"Roselle Park","3430",,,,,,,,,,,"Roselle Park",4633,150,23
"G3403440","1970","New Jersey","34",,,"Rumson","3440",,,,,,,,,,,"Rumson",2123,22,6
"G3403445","1970","New Jersey","34",,,"Runnemede","3445",,,,,,,,,,,"Runnemede",2972,159,19
"G3403450","1970","New Jersey","34",,,"Rutherford","3450",,,,,,,,,,,"Rutherford",6638,194,58
"G3403460","1970","New Jersey","34",,,"Saddle River","3460",,,,,,,,,,,"Saddle River",727,1,3
"G3403465","1970","New Jersey","34",,,"Salem","3465",,,,,,,,,,,"Salem",2352,151,21
"G3403475","1970","New Jersey","34",,,"Sayreville","3475",,,,,,,,,,,"Sayreville",8423,489,66
"G3403485","1970","New Jersey","34",,,"Sea Bright","3485",,,,,,,,,,,"Sea Bright",518,25,12
"G3403490","1970","New Jersey","34",,,"Seabrook Farms (U)","3490",,,,,,,,,,,"Seabrook Farms (U)",478,50,6
"G3403495","1970","New Jersey","34",,,"Sea Girt","3495",,,,,,,,,,,"Sea Girt",770,14,1
"G3403500","1970","New Jersey","34",,,"Sea Isle City","3500",,,,,,,,,,,"Sea Isle City",572,33,4
"G3403505","1970","New Jersey","34",,,"Seaside Heights","3505",,,,,,,,,,,"Seaside Heights",474,20,4
"G3403510","1970","New Jersey","34",,,"Seaside Park","3510",,,,,,,,,,,"Seaside Park",544,13,7
"G3403515","1970","New Jersey","34",,,"Secaucus","3515",,,,,,,,,,,"Secaucus",3354,163,26
"G3403525","1970","New Jersey","34",,,"Shiloh","3525",,,,,,,,,,,"Shiloh",170,5,3
"G3403530","1970","New Jersey","34",,,"Ship Bottom","3530",,,,,,,,,,,"Ship Bottom",406,9,0
"G3403535","1970","New Jersey","34",,,"Shore Hills (U)","3535",,,,,,,,,,,"Shore Hills (U)",790,42,7
"G3403540","1970","New Jersey","34",,,"Shrewsbury","3540",,,,,,,,,,,"Shrewsbury",946,22,2
"G3403550","1970","New Jersey","34",,,"Somerdale","3550",,,,,,,,,,,"Somerdale",1750,110,19
"G3403555","1970","New Jersey","34",,,"Somers Point","3555",,,,,,,,,,,"Somers Point",2744,86,19
"G3403560","1970","New Jersey","34",,,"Somerville","3560",,,,,,,,,,,"Somerville",4247,200,33
"G3403565","1970","New Jersey","34",,,"South Amboy","3565",,,,,,,,,,,"South Amboy",2609,179,21
"G3403575","1970","New Jersey","34",,,"South Belmar","3575",,,,,,,,,,,"South Belmar",506,31,5
"G3403580","1970","New Jersey","34",,,"South Bound Brook","3580",,,,,,,,,,,"South Bound Brook",1295,92,17
"G3403600","1970","New Jersey","34",,,"South Orange","3600",,,,,,,,,,,"South Orange",5064,65,21
"G3403605","1970","New Jersey","34",,,"South Plainfield","3605",,,,,,,,,,,"South Plainfield",5175,314,49
"G3403610","1970","New Jersey","34",,,"South River","3610",,,,,,,,,,,"South River",4567,187,43
"G3403615","1970","New Jersey","34",,,"South Toms River","3615",,,,,,,,,,,"South Toms River",862,118,27
"G3403625","1970","New Jersey","34",,,"Spotswood","3625",,,,,,,,,,,"Spotswood",1854,155,36
"G3403640","1970","New Jersey","34",,,"Spring Lake","3640",,,,,,,,,,,"Spring Lake",1147,24,3
"G3403645","1970","New Jersey","34",,,"Spring Lake Heights","3645",,,,,,,,,,,"Spring Lake Heights",1514,51,10
"G3403660","1970","New Jersey","34",,,"Stanhope","3660",,,,,,,,,,,"Stanhope",746,46,8
"G3403675","1970","New Jersey","34",,,"Stockton","3675",,,,,,,,,,,"Stockton",195,6,1
"G3403680","1970","New Jersey","34",,,"Stone Harbor","3680",,,,,,,,,,,"Stone Harbor",424,6,6
"G3403690","1970","New Jersey","34",,,"Stratford","3690",,,,,,,,,,,"Stratford",2613,80,10
"G3403695","1970","New Jersey","34",,,"Strathmore (U)","3695",,,,,,,,,,,"Strathmore (U)",1794,72,10
"G3403700","1970","New Jersey","34",,,"Summit","3700",,,,,,,,,,,"Summit",7526,158,37
"G3403705","1970","New Jersey","34",,,"Surf City","3705",,,,,,,,,,,"Surf City",419,12,1
"G3403710","1970","New Jersey","34",,,"Sussex","3710",,,,,,,,,,,"Sussex",657,31,11
"G3403715","1970","New Jersey","34",,,"Swedesboro","3715",,,,,,,,,,,"Swedesboro",732,20,11
"G3403725","1970","New Jersey","34",,,"Tavistock","3725",,,,,,,,,,,"Tavistock",-1,,
"G3403735","1970","New Jersey","34",,,"Tenafly","3735",,,,,,,,,,,"Tenafly",4467,71,7
"G3403740","1970","New Jersey","34",,,"Teterboro","3740",,,,,,,,,,,"Teterboro",10,0,0
"G3403760","1970","New Jersey","34",,,"Toms River (U)","3760",,,,,,,,,,,"Toms River (U)",2341,96,15
"G3403765","1970","New Jersey","34",,,"Totowa","3765",,,,,,,,,,,"Totowa",3019,103,18
"G3403770","1970","New Jersey","34",,,"Trenton","3770",,,,,,,,,,,"Trenton",30892,2045,609
"G3403775","1970","New Jersey","34",,,"Tuckerton","3775",,,,,,,,,,,"Tuckerton",674,24,9
"G3403800","1970","New Jersey","34",,,"Union Beach","3800",,,,,,,,,,,"Union Beach",1552,204,34
"G3403802","1970","New Jersey","34",,,"Union City","3802",,,,,,,,,,,"Union City",18243,1838,622
"G3403820","1970","New Jersey","34",,,"Upper Greenwood Lake (U)","3820",,,,,,,,,,,"Upper Greenwood Lake (U)",450,39,5
"G3403835","1970","New Jersey","34",,,"Upper Saddle River","3835",,,,,,,,,,,"Upper Saddle River",1949,38,15
"G3403845","1970","New Jersey","34",,,"Ventnor City","3845",,,,,,,,,,,"Ventnor City",3881,53,13
"G3403855","1970","New Jersey","34",,,"Verona","3855",,,,,,,,,,,"Verona",4683,104,28
"G3403860","1970","New Jersey","34",,,"Victory Gardens","3860",,,,,,,,,,,"Victory Gardens",222,47,12
"G3403865","1970","New Jersey","34",,,"Villas (U)","3865",,,,,,,,,,,"Villas (U)",1319,62,9
"G3403870","1970","New Jersey","34",,,"Vineland","3870",,,,,,,,,,,"Vineland",12817,829,261
"G3403880","1970","New Jersey","34",,,"Waldwick","3880",,,,,,,,,,,"Waldwick",3049,134,12
"G3403890","1970","New Jersey","34",,,"Wallington","3890",,,,,,,,,,,"Wallington",3570,162,25
"G3403905","1970","New Jersey","34",,,"Wanaque","3905",,,,,,,,,,,"Wanaque",2145,199,20
"G3403945","1970","New Jersey","34",,,"Washington","3945",,,,,,,,,,,"Washington",1957,81,12
"G3403960","1970","New Jersey","34",,,"Watchung","3960",,,,,,,,,,,"Watchung",1282,24,2
"G3403980","1970","New Jersey","34",,,"Wenonah","3980",,,,,,,,,,,"Wenonah",703,12,2
"G3404000","1970","New Jersey","34",,,"West Caldwell","4000",,,,,,,,,,,"West Caldwell",3232,47,5
"G3404005","1970","New Jersey","34",,,"West Cape May","4005",,,,,,,,,,,"West Cape May",347,14,7
"G3404015","1970","New Jersey","34",,,"Westfield","4015",,,,,,,,,,,"Westfield",9647,161,32
"G3404020","1970","New Jersey","34",,,"West Long Branch","4020",,,,,,,,,,,"West Long Branch",1692,33,8
"G3404030","1970","New Jersey","34",,,"West New York","4030",,,,,,,,,,,"West New York",12918,1257,413
"G3404035","1970","New Jersey","34",,,"West Orange","4035",,,,,,,,,,,"West Orange",13027,374,72
"G3404040","1970","New Jersey","34",,,"West Paterson","4040",,,,,,,,,,,"West Paterson",3404,172,15
"G3404045","1970","New Jersey","34",,,"Westville","4045",,,,,,,,,,,"Westville",1690,65,15
"G3404050","1970","New Jersey","34",,,"West Wildwood","4050",,,,,,,,,,,"West Wildwood",98,2,0
"G3404060","1970","New Jersey","34",,,"Westwood","4060",,,,,,,,,,,"Westwood",3282,110,23
"G3404070","1970","New Jersey","34",,,"Wharton","4070",,,,,,,,,,,"Wharton",1613,85,20
"G3404073","1970","New Jersey","34",,,"White Horse-Yardville (U)","4073",,,,,,,,,,,"White Horse-Yardville (U)",5261,185,20
"G3404075","1970","New Jersey","34",,,"White House Station (U)","4075",,,,,,,,,,,"White House Station (U)",273,19,3
"G3404077","1970","New Jersey","34",,,"White Meadow Lake (U)","4077",,,,,,,,,,,"White Meadow Lake (U)",2088,90,9
"G3404080","1970","New Jersey","34",,,"Wildwood","4080",,,,,,,,,,,"Wildwood",1508,65,22
"G3404085","1970","New Jersey","34",,,"Wildwood Crest","4085",,,,,,,,,,,"Wildwood Crest",1178,33,4
"G3404090","1970","New Jersey","34",,,"Williamstown (U)","4090",,,,,,,,,,,"Williamstown (U)",1186,61,12
"G3404105","1970","New Jersey","34",,,"Woodbine","4105",,,,,,,,,,,"Woodbine",423,42,9
"G3404115","1970","New Jersey","34",,,"Woodbury","4115",,,,,,,,,,,"Woodbury",3898,147,25
"G3404120","1970","New Jersey","34",,,"Woodbury Heights","4120",,,,,,,,,,,"Woodbury Heights",961,28,4
"G3404125","1970","New Jersey","34",,,"Woodcliff Lake","4125",,,,,,,,,,,"Woodcliff Lake",1388,12,2
"G3404135","1970","New Jersey","34",,,"Wood-Lynne","4135",,,,,,,,,,,"Wood-Lynne",993,39,8
"G3404140","1970","New Jersey","34",,,"Wood-Ridge","4140",,,,,,,,,,,"Wood-Ridge",2439,77,12
"G3404145","1970","New Jersey","34",,,"Woodstown","4145",,,,,,,,,,,"Woodstown",1006,29,5
"G3404155","1970","New Jersey","34",,,"Wrightstown","4155",,,,,,,,,,,"Wrightstown",688,59,32
"G3500010","1970","New Mexico","35",,,"Alamogordo","0010",,,,,,,,,,,"Alamogordo",6102,494,156
"G3500015","1970","New Mexico","35",,,"Albuquerque","0015",,,,,,,,,,,"Albuquerque",69333,4647,1676
"G3500017","1970","New Mexico","35",,,"Anthony (U)","0017",,,,,,,,,,,"Anthony (U)",289,74,64
"G3500020","1970","New Mexico","35",,,"Artesia","0020",,,,,,,,,,,"Artesia",2732,274,113
"G3500025","1970","New Mexico","35",,,"Aztec","0025",,,,,,,,,,,"Aztec",814,113,41
"G3500030","1970","New Mexico","35",,,"Bayard","0030",,,,,,,,,,,"Bayard",610,108,55
"G3500035","1970","New Mexico","35",,,"Belen","0035",,,,,,,,,,,"Belen",1276,146,55
"G3500040","1970","New Mexico","35",,,"Bernalillo","0040",,,,,,,,,,,"Bernalillo",406,73,42
"G3500045","1970","New Mexico","35",,,"Bloomfield","0045",,,,,,,,,,,"Bloomfield",299,60,31
"G3500047","1970","New Mexico","35",,,"Cannon (U)","0047",,,,,,,,,,,"Cannon (U)",693,102,11
"G3500050","1970","New Mexico","35",,,"Capitan","0050",,,,,,,,,,,"Capitan",145,14,3
"G3500055","1970","New Mexico","35",,,"Carlsbad","0055",,,,,,,,,,,"Carlsbad",6130,521,188
"G3500060","1970","New Mexico","35",,,"Carrizozo","0060",,,,,,,,,,,"Carrizozo",297,33,23
"G3500063","1970","New Mexico","35",,,"Causey","0063",,,,,,,,,,,"Causey",45,3,1
"G3500065","1970","New Mexico","35",,,"Central","0065",,,,,,,,,,,"Central",354,75,56
"G3500067","1970","New Mexico","35",,,"Chama","0067",,,,,,,,,,,"Chama",187,32,20
"G3500070","1970","New Mexico","35",,,"Cimarron","0070",,,,,,,,,,,"Cimarron",211,30,27
"G3500075","1970","New Mexico","35",,,"Clayton","0075",,,,,,,,,,,"Clayton",893,65,44
"G3500080","1970","New Mexico","35",,,"Cloudcroft","0080",,,,,,,,,,,"Cloudcroft",153,5,5
"G3500085","1970","New Mexico","35",,,"Clovis","0085",,,,,,,,,,,"Clovis",8009,615,296
"G3500090","1970","New Mexico","35",,,"Columbus","0090",,,,,,,,,,,"Columbus",57,6,10
"G3500095","1970","New Mexico","35",,,"Corona","0095",,,,,,,,,,,"Corona",79,5,4
"G3500100","1970","New Mexico","35",,,"Deming","0100",,,,,,,,,,,"Deming",2089,260,169
"G3500105","1970","New Mexico","35",,,"Des Moines","0105",,,,,,,,,,,"Des Moines",49,10,1
"G3500110","1970","New Mexico","35",,,"Dexter","0110",,,,,,,,,,,"Dexter",192,26,11
"G3500111","1970","New Mexico","35",,,"Dora","0111",,,,,,,,,,,"Dora",57,1,3
"G3500113","1970","New Mexico","35",,,"Elida","0113",,,,,,,,,,,"Elida",73,6,2
"G3500115","1970","New Mexico","35",,,"Encino","0115",,,,,,,,,,,"Encino",54,10,5
"G3500120","1970","New Mexico","35",,,"Espanola","0120",,,,,,,,,,,"Espanola",985,165,79
"G3500125","1970","New Mexico","35",,,"Estancia","0125",,,,,,,,,,,"Estancia",194,19,15
"G3500130","1970","New Mexico","35",,,"Eunice","0130",,,,,,,,,,,"Eunice",736,61,21
"G3500135","1970","New Mexico","35",,,"Farmington","0135",,,,,,,,,,,"Farmington",5615,517,197
"G3500138","1970","New Mexico","35",,,"Floyd","0138",,,,,,,,,,,"Floyd",71,4,1
"G3500140","1970","New Mexico","35",,,"Folsom","0140",,,,,,,,,,,"Folsom",27,1,0
"G3500145","1970","New Mexico","35",,,"Fort Sumner","0145",,,,,,,,,,,"Fort Sumner",523,40,25
"G3500150","1970","New Mexico","35",,,"Gallup","0150",,,,,,,,,,,"Gallup",3529,421,251
"G3500155","1970","New Mexico","35",,,"Grady","0155",,,,,,,,,,,"Grady",34,2,1
"G3500160","1970","New Mexico","35",,,"Grants","0160",,,,,,,,,,,"Grants",1706,328,154
"G3500165","1970","New Mexico","35",,,"Grenville","0165",,,,,,,,,,,"Grenville",8,0,0
"G3500170","1970","New Mexico","35",,,"Hagerman","0170",,,,,,,,,,,"Hagerman",234,32,17
"G3500175","1970","New Mexico","35",,,"Hatch","0175",,,,,,,,,,,"Hatch",268,21,15
"G3500180","1970","New Mexico","35",,,"Hobbs","0180",,,,,,,,,,,"Hobbs",7209,590,230
"G3500183","1970","New Mexico","35",,,"Holloman (U)","0183",,,,,,,,,,,"Holloman (U)",1289,147,16
"G3500185","1970","New Mexico","35",,,"Hope","0185",,,,,,,,,,,"Hope",27,3,1
"G3500187","1970","New Mexico","35",,,"House","0187",,,,,,,,,,,"House",42,1,0
"G3500190","1970","New Mexico","35",,,"Hurley","0190",,,,,,,,,,,"Hurley",479,52,14
"G3500195","1970","New Mexico","35",,,"Isleta Pueblo (U)","0195",,,,,,,,,,,"Isleta Pueblo (U)",175,40,62
"G3500200","1970","New Mexico","35",,,"Jal","0200",,,,,,,,,,,"Jal",739,55,15
"G3500208","1970","New Mexico","35",,,"Jemez Pueblo (U)","0208",,,,,,,,,,,"Jemez Pueblo (U)",45,44,122
"G3500210","1970","New Mexico","35",,,"Jemez Springs","0210",,,,,,,,,,,"Jemez Springs",59,5,5
"G3500215","1970","New Mexico","35",,,"Lake Arthur","0215",,,,,,,,,,,"Lake Arthur",57,9,12
"G3500217","1970","New Mexico","35",,,"La Mesilla","0217",,,,,,,,,,,"La Mesilla",324,65,52
"G3500220","1970","New Mexico","35",,,"Las Cruces","0220",,,,,,,,,,,"Las Cruces",9444,941,524
"G3500225","1970","New Mexico","35",,,"Las Vegas","0225",,,,,,,,,,,"Las Vegas",1735,175,115
"G3500230","1970","New Mexico","35",,,"Las Vegas","0230",,,,,,,,,,,"Las Vegas",1144,249,222
"G3500232","1970","New Mexico","35",,,"Logan","0232",,,,,,,,,,,"Logan",106,15,8
"G3500235","1970","New Mexico","35",,,"Lordsburg","0235",,,,,,,,,,,"Lordsburg",768,130,76
"G3500240","1970","New Mexico","35",,,"Los Alamos (U)","0240",,,,,,,,,,,"Los Alamos (U)",3274,130,100
"G3500245","1970","New Mexico","35",,,"Los Lunas","0245",,,,,,,,,,,"Los Lunas",210,39,18
"G3500247","1970","New Mexico","35",,,"Los Ranchos de Albuquerque","0247",,,,,,,,,,,"Los Ranchos De Albuquerque",510,26,21
"G3500250","1970","New Mexico","35",,,"Loving","0250",,,,,,,,,,,"Loving",217,42,35
"G3500255","1970","New Mexico","35",,,"Lovington","0255",,,,,,,,,,,"Lovington",2292,240,99
"G3500260","1970","New Mexico","35",,,"Magdalena","0260",,,,,,,,,,,"Magdalena",153,27,7
"G3500265","1970","New Mexico","35",,,"Maxwell","0265",,,,,,,,,,,"Maxwell",93,13,14
"G3500267","1970","New Mexico","35",,,"Meadow Vista (U)","0267",,,,,,,,,,,"Meadow Vista (U)",117,62,78
"G3500270","1970","New Mexico","35",,,"Melrose","0270",,,,,,,,,,,"Melrose",238,11,3
"G3500280","1970","New Mexico","35",,,"Milan","0280",,,,,,,,,,,"Milan",490,89,33
"G3500285","1970","New Mexico","35",,,"Moriarty","0285",,,,,,,,,,,"Moriarty",175,23,19
"G3500290","1970","New Mexico","35",,,"Mosquero","0290",,,,,,,,,,,"Mosquero",65,12,5
"G3500295","1970","New Mexico","35",,,"Mountainair","0295",,,,,,,,,,,"Mountainair",321,21,21
"G3500297","1970","New Mexico","35",,,"North Valley (U)","0297",,,,,,,,,,,"North Valley (U)",2371,338,160
"G3500305","1970","New Mexico","35",,,"Pecos","0305",,,,,,,,,,,"Pecos",112,22,22
"G3500310","1970","New Mexico","35",,,"Portales","0310",,,,,,,,,,,"Portales",3031,159,100
"G3500317","1970","New Mexico","35",,,"Questa","0317",,,,,,,,,,,"Questa",207,46,28
"G3500325","1970","New Mexico","35",,,"Raton","0325",,,,,,,,,,,"Raton",1976,200,83
"G3500330","1970","New Mexico","35",,,"Roswell","0330",,,,,,,,,,,"Roswell",9530,812,268
"G3500335","1970","New Mexico","35",,,"Roy","0335",,,,,,,,,,,"Roy",132,16,8
"G3500340","1970","New Mexico","35",,,"Ruidoso","0340",,,,,,,,,,,"Ruidoso",706,54,24
"G3500345","1970","New Mexico","35",,,"Ruidoso Downs","0345",,,,,,,,,,,"Ruidoso Downs",178,26,15
"G3500346","1970","New Mexico","35",,,"Sandia (U)","0346",,,,,,,,,,,"Sandia (U)",1452,141,22
"G3500351","1970","New Mexico","35",,,"San Felipe Pueblo (U)","0351",,,,,,,,,,,"San Felipe Pueblo (U)",35,20,125
"G3500355","1970","New Mexico","35",,,"San Jon","0355",,,,,,,,,,,"San Jon",85,7,7
"G3500360","1970","New Mexico","35",,,"Santa Fe","0360",,,,,,,,,,,"Santa Fe",10414,1105,544
"G3500370","1970","New Mexico","35",,,"Santa Rosa","0370",,,,,,,,,,,"Santa Rosa",484,83,74
