GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G2801150","1970","Mississippi","28","Pontotoc","115",,,,,,,,,,,,,"Pontotoc",4936,394,204
"G2801170","1970","Mississippi","28","Prentiss","117",,,,,,,,,,,,,"Prentiss",5593,501,236
"G2801190","1970","Mississippi","28","Quitman","119",,,,,,,,,,,,,"Quitman",3256,398,538
"G2801210","1970","Mississippi","28","Rankin","121",,,,,,"3560",,,,,,,"Rankin",9671,1041,454
"G2801230","1970","Mississippi","28","Scott","123",,,,,,,,,,,,,"Scott",5183,622,341
"G2801250","1970","Mississippi","28","Sharkey","125",,,,,,,,,,,,,"Sharkey",1692,221,363
"G2801270","1970","Mississippi","28","Simpson","127",,,,,,,,,,,,,"Simpson",5026,504,301
"G2801290","1970","Mississippi","28","Smith","129",,,,,,,,,,,,,"Smith",3503,344,193
"G2801310","1970","Mississippi","28","Stone","131",,,,,,,,,,,,,"Stone",1987,175,96
"G2801330","1970","Mississippi","28","Sunflower","133",,,,,,,,,,,,,"Sunflower",6938,948,1336
"G2801350","1970","Mississippi","28","Tallahatchie","135",,,,,,,,,,,,,"Tallahatchie",4042,484,697
"G2801370","1970","Mississippi","28","Tate","137",,,,,,,,,,,,,"Tate",3781,432,597
"G2801390","1970","Mississippi","28","Tippah","139",,,,,,,,,,,,,"Tippah",4315,373,193
"G2801410","1970","Mississippi","28","Tishomingo","141",,,,,,,,,,,,,"Tishomingo",4489,298,108
"G2801430","1970","Mississippi","28","Tunica","143",,,,,,,,,,,,,"Tunica",2203,323,547
"G2801450","1970","Mississippi","28","Union","145",,,,,,,,,,,,,"Union",5478,418,213
"G2801470","1970","Mississippi","28","Walthall","147",,,,,,,,,,,,,"Walthall",3063,335,188
"G2801490","1970","Mississippi","28","Warren","149",,,,,,,,,,,,,"Warren",11499,1097,963
"G2801510","1970","Mississippi","28","Washington","151",,,,,,,,,,,,,"Washington",15368,1975,2089
"G2801530","1970","Mississippi","28","Wayne","153",,,,,,,,,,,,,"Wayne",3963,477,295
"G2801550","1970","Mississippi","28","Webster","155",,,,,,,,,,,,,"Webster",2752,225,139
"G2801570","1970","Mississippi","28","Wilkinson","157",,,,,,,,,,,,,"Wilkinson",2364,356,345
"G2801590","1970","Mississippi","28","Winston","159",,,,,,,,,,,,,"Winston",4700,465,285
"G2801610","1970","Mississippi","28","Yalobusha","161",,,,,,,,,,,,,"Yalobusha",3091,290,245
"G2801630","1970","Mississippi","28","Yazoo","163",,,,,,,,,,,,,"Yazoo",6187,750,802
"G2900010","1970","Missouri","29","Adair","001",,,,,,,,,,,,,"Adair",7033,291,126
"G2900030","1970","Missouri","29","Andrew","003",,,,,,,,,,,,,"Andrew",3687,212,52
"G2900050","1970","Missouri","29","Atchison","005",,,,,,,,,,,,,"Atchison",3014,101,28
"G2900070","1970","Missouri","29","Audrain","007",,,,,,,,,,,,,"Audrain",7933,507,125
"G2900090","1970","Missouri","29","Barry","009",,,,,,,,,,,,,"Barry",6515,356,125
"G2900110","1970","Missouri","29","Barton","011",,,,,,,,,,,,,"Barton",3709,141,32
"G2900130","1970","Missouri","29","Bates","013",,,,,,,,,,,,,"Bates",5361,246,75
"G2900150","1970","Missouri","29","Benton","015",,,,,,,,,,,,,"Benton",3431,162,92
"G2900170","1970","Missouri","29","Bollinger","017",,,,,,,,,,,,,"Bollinger",2603,215,87
"G2900190","1970","Missouri","29","Boone","019",,,,,,"1740",,,,,,,"Boone",22685,1087,337
"G2900210","1970","Missouri","29","Buchanan","021",,,,,,"7000",,,,,,,"Buchanan",27357,1839,493
"G2900230","1970","Missouri","29","Butler","023",,,,,,,,,,,,,"Butler",10489,761,332
"G2900250","1970","Missouri","29","Caldwell","025",,,,,,,,,,,,,"Caldwell",2956,111,24
"G2900270","1970","Missouri","29","Callaway","027",,,,,,,,,,,,,"Callaway",6838,459,165
"G2900290","1970","Missouri","29","Camden","029",,,,,,,,,,,,,"Camden",4406,293,129
"G2900310","1970","Missouri","29","Cape Girardeau","031",,,,,,,,,,,,,"Cape Girardeau",14500,788,204
"G2900330","1970","Missouri","29","Carroll","033",,,,,,,,,,,,,"Carroll",4339,187,52
"G2900350","1970","Missouri","29","Carter","035",,,,,,,,,,,,,"Carter",1155,113,48
"G2900370","1970","Missouri","29","Cass","037",,,,,,"3760",,,,,,,"Cass",11120,759,198
"G2900390","1970","Missouri","29","Cedar","039",,,,,,,,,,,,,"Cedar",3339,160,47
"G2900410","1970","Missouri","29","Chariton","041",,,,,,,,,,,,,"Chariton",3747,187,64
"G2900430","1970","Missouri","29","Christian","043",,,,,,,,,,,,,"Christian",4569,365,113
"G2900450","1970","Missouri","29","Clark","045",,,,,,,,,,,,,"Clark",2573,168,45
"G2900470","1970","Missouri","29","Clay","047",,,,,,"3760",,,,,,,"Clay",35506,2156,451
"G2900490","1970","Missouri","29","Clinton","049",,,,,,,,,,,,,"Clinton",4062,186,42
"G2900510","1970","Missouri","29","Cole","051",,,,,,,,,,,,,"Cole",13069,696,207
"G2900530","1970","Missouri","29","Cooper","053",,,,,,,,,,,,,"Cooper",4409,273,85
"G2900550","1970","Missouri","29","Crawford","055",,,,,,,,,,,,,"Crawford",4438,366,150
"G2900570","1970","Missouri","29","Dade","057",,,,,,,,,,,,,"Dade",2416,104,24
"G2900590","1970","Missouri","29","Dallas","059",,,,,,,,,,,,,"Dallas",3217,208,102
"G2900610","1970","Missouri","29","Daviess","061",,,,,,,,,,,,,"Daviess",2949,135,34
"G2900630","1970","Missouri","29","DeKalb","063",,,,,,,,,,,,,"De Kalb",2390,120,22
"G2900650","1970","Missouri","29","Dent","065",,,,,,,,,,,,,"Dent",3660,272,92
"G2900670","1970","Missouri","29","Douglas","067",,,,,,,,,,,,,"Douglas",2847,212,86
"G2900690","1970","Missouri","29","Dunklin","069",,,,,,,,,,,,,"Dunklin",10481,769,289
"G2900710","1970","Missouri","29","Franklin","071",,,,,,"7040",,,,,,,"Franklin",15143,1385,450
"G2900730","1970","Missouri","29","Gasconade","073",,,,,,,,,,,,,"Gasconade",3972,211,48
"G2900750","1970","Missouri","29","Gentry","075",,,,,,,,,,,,,"Gentry",2899,109,28
"G2900770","1970","Missouri","29","Greene","077",,,,,,"7920",,,,,,,"Greene",47930,2459,764
"G2900790","1970","Missouri","29","Grundy","079",,,,,,,,,,,,,"Grundy",4245,152,44
"G2900810","1970","Missouri","29","Harrison","081",,,,,,,,,,,,,"Harrison",3696,140,31
"G2900830","1970","Missouri","29","Henry","083",,,,,,,,,,,,,"Henry",6421,316,97
"G2900850","1970","Missouri","29","Hickory","085",,,,,,,,,,,,,"Hickory",1648,72,30
"G2900870","1970","Missouri","29","Holt","087",,,,,,,,,,,,,"Holt",2408,81,24
"G2900890","1970","Missouri","29","Howard","089",,,,,,,,,,,,,"Howard",3150,179,85
"G2900910","1970","Missouri","29","Howell","091",,,,,,,,,,,,,"Howell",7488,495,178
"G2900930","1970","Missouri","29","Iron","093",,,,,,,,,,,,,"Iron",2749,232,98
"G2900950","1970","Missouri","29","Jackson","095",,,,,,"3760",,,,,,,"Jackson",210782,10636,2951
"G2900970","1970","Missouri","29","Jasper","097",,,,,,,,,,,,,"Jasper",26645,1431,404
"G2900990","1970","Missouri","29","Jefferson","099",,,,,,"7040",,,,,,,"Jefferson",25851,3110,816
"G2901010","1970","Missouri","29","Johnson","101",,,,,,,,,,,,,"Johnson",9110,585,139
"G2901030","1970","Missouri","29","Knox","103",,,,,,,,,,,,,"Knox",1928,104,20
"G2901050","1970","Missouri","29","Laclede","105",,,,,,,,,,,,,"Laclede",6158,445,166
"G2901070","1970","Missouri","29","Lafayette","107",,,,,,,,,,,,,"Lafayette",8393,397,97
"G2901090","1970","Missouri","29","Lawrence","109",,,,,,,,,,,,,"Lawrence",8078,422,130
"G2901110","1970","Missouri","29","Lewis","111",,,,,,,,,,,,,"Lewis",3229,197,66
"G2901130","1970","Missouri","29","Lincoln","113",,,,,,,,,,,,,"Lincoln",5093,507,180
"G2901150","1970","Missouri","29","Linn","115",,,,,,,,,,,,,"Linn",5517,185,61
"G2901170","1970","Missouri","29","Livingston","117",,,,,,,,,,,,,"Livingston",5148,225,57
"G2901190","1970","Missouri","29","McDonald","119",,,,,,,,,,,,,"Mc Donald",3895,286,104
"G2901210","1970","Missouri","29","Macon","121",,,,,,,,,,,,,"Macon",5472,227,50
"G2901230","1970","Missouri","29","Madison","123",,,,,,,,,,,,,"Madison",2771,191,78
"G2901250","1970","Missouri","29","Maries","125",,,,,,,,,,,,,"Maries",2037,166,80
"G2901270","1970","Missouri","29","Marion","127",,,,,,,,,,,,,"Marion",9242,502,174
"G2901290","1970","Missouri","29","Mercer","129",,,,,,,,,,,,,"Mercer",1760,69,18
"G2901310","1970","Missouri","29","Miller","131",,,,,,,,,,,,,"Miller",4650,363,113
"G2901330","1970","Missouri","29","Mississippi","133",,,,,,,,,,,,,"Mississippi",4477,462,242
"G2901350","1970","Missouri","29","Moniteau","135",,,,,,,,,,,,,"Moniteau",3428,190,61
"G2901370","1970","Missouri","29","Monroe","137",,,,,,,,,,,,,"Monroe",3114,173,60
"G2901390","1970","Missouri","29","Montgomery","139",,,,,,,,,,,,,"Montgomery",3549,229,65
"G2901410","1970","Missouri","29","Morgan","141",,,,,,,,,,,,,"Morgan",3348,197,84
"G2901430","1970","Missouri","29","New Madrid","143",,,,,,,,,,,,,"New Madrid",6341,654,347
"G2901450","1970","Missouri","29","Newton","145",,,,,,,,,,,,,"Newton",10179,705,213
"G2901470","1970","Missouri","29","Nodaway","147",,,,,,,,,,,,,"Nodaway",6580,301,72
"G2901490","1970","Missouri","29","Oregon","149",,,,,,,,,,,,,"Oregon",2949,215,65
"G2901510","1970","Missouri","29","Osage","151",,,,,,,,,,,,,"Osage",2862,322,116
"G2901530","1970","Missouri","29","Ozark","153",,,,,,,,,,,,,"Ozark",2002,157,49
"G2901550","1970","Missouri","29","Pemiscot","155",,,,,,,,,,,,,"Pemiscot",7310,668,505
"G2901570","1970","Missouri","29","Perry","157",,,,,,,,,,,,,"Perry",4039,353,91
"G2901590","1970","Missouri","29","Pettis","159",,,,,,,,,,,,,"Pettis",11122,631,147
"G2901610","1970","Missouri","29","Phelps","161",,,,,,,,,,,,,"Phelps",8218,532,231
"G2901630","1970","Missouri","29","Pike","163",,,,,,,,,,,,,"Pike",5216,383,172
"G2901650","1970","Missouri","29","Platte","165",,,,,,"3760",,,,,,,"Platte",9020,515,109
"G2901670","1970","Missouri","29","Polk","167",,,,,,,,,,,,,"Polk",4936,263,79
"G2901690","1970","Missouri","29","Pulaski","169",,,,,,,,,,,,,"Pulaski",8747,809,219
"G2901710","1970","Missouri","29","Putnam","171",,,,,,,,,,,,,"Putnam",2103,95,35
"G2901730","1970","Missouri","29","Ralls","173",,,,,,,,,,,,,"Ralls",2393,157,57
"G2901750","1970","Missouri","29","Randolph","175",,,,,,,,,,,,,"Randolph",7266,399,97
"G2901770","1970","Missouri","29","Ray","177",,,,,,,,,,,,,"Ray",5425,327,92
"G2901790","1970","Missouri","29","Reynolds","179",,,,,,,,,,,,,"Reynolds",1800,183,54
"G2901810","1970","Missouri","29","Ripley","181",,,,,,,,,,,,,"Ripley",2977,260,120
"G2901830","1970","Missouri","29","St Charles","183",,,,,,"7040",,,,,,,"St Charles",23138,2252,536
"G2901850","1970","Missouri","29","St Clair","185",,,,,,,,,,,,,"St Clair",2780,142,50
"G2901860","1970","Missouri","29","Ste Genevieve","186",,,,,,,,,,,,,"Ste Genevieve",3155,392,135
"G2901870","1970","Missouri","29","St Francois","187",,,,,,,,,,,,,"St Francois",10779,903,318
"G2901890","1970","Missouri","29","St Louis","189",,,,,,"7040",,,,,,,"St Louis",263671,16208,3260
"G2901950","1970","Missouri","29","Saline","195",,,,,,,,,,,,,"Saline",7756,347,137
"G2901970","1970","Missouri","29","Schuyler","197",,,,,,,,,,,,,"Schuyler",1661,65,18
"G2901990","1970","Missouri","29","Scotland","199",,,,,,,,,,,,,"Scotland",1898,80,17
"G2902010","1970","Missouri","29","Scott","201",,,,,,,,,,,,,"Scott",9583,776,263
"G2902030","1970","Missouri","29","Shannon","203",,,,,,,,,,,,,"Shannon",2108,200,72
"G2902050","1970","Missouri","29","Shelby","205",,,,,,,,,,,,,"Shelby",2727,129,32
"G2902070","1970","Missouri","29","Stoddard","207",,,,,,,,,,,,,"Stoddard",8014,536,177
"G2902090","1970","Missouri","29","Stone","209",,,,,,,,,,,,,"Stone",3301,205,95
"G2902110","1970","Missouri","29","Sullivan","211",,,,,,,,,,,,,"Sullivan",2764,88,26
"G2902130","1970","Missouri","29","Taney","213",,,,,,,,,,,,,"Taney",4366,248,122
"G2902150","1970","Missouri","29","Texas","215",,,,,,,,,,,,,"Texas",5594,409,175
"G2902170","1970","Missouri","29","Vernon","217",,,,,,,,,,,,,"Vernon",5883,301,88
"G2902190","1970","Missouri","29","Warren","219",,,,,,,,,,,,,"Warren",2734,242,85
"G2902210","1970","Missouri","29","Washington","221",,,,,,,,,,,,,"Washington",3773,481,276
"G2902230","1970","Missouri","29","Wayne","223",,,,,,,,,,,,,"Wayne",2707,227,88
"G2902250","1970","Missouri","29","Webster","225",,,,,,,,,,,,,"Webster",4651,368,155
"G2902270","1970","Missouri","29","Worth","227",,,,,,,,,,,,,"Worth",1166,41,16
"G2902290","1970","Missouri","29","Wright","229",,,,,,,,,,,,,"Wright",4388,273,121
"G2905100","1970","Missouri","29","St Louis City","510",,,,,,"7040",,,,,,,"St Louis City",188077,17840,9562
"G3000010","1970","Montana","30","Beaverhead","001",,,,,,,,,,,,,"Beaverhead",2420,187,76
"G3000030","1970","Montana","30","Big Horn","003",,,,,,,,,,,,,"Big Horn",2049,321,294
"G3000050","1970","Montana","30","Blaine","005",,,,,,,,,,,,,"Blaine",1607,178,171
"G3000070","1970","Montana","30","Broadwater","007",,,,,,,,,,,,,"Broadwater",698,80,17
"G3000090","1970","Montana","30","Carbon","009",,,,,,,,,,,,,"Carbon",2364,145,29
"G3000110","1970","Montana","30","Carter","011",,,,,,,,,,,,,"Carter",568,57,18
"G3000130","1970","Montana","30","Cascade","013",,,,,,"3040",,,,,,,"Cascade",23040,1808,424
"G3000150","1970","Montana","30","Chouteau","015",,,,,,,,,,,,,"Chouteau",1865,135,51
"G3000170","1970","Montana","30","Custer","017",,,,,,,,,,,,,"Custer",3624,253,59
"G3000190","1970","Montana","30","Daniels","019",,,,,,,,,,,,,"Daniels",930,71,17
"G3000210","1970","Montana","30","Dawson","021",,,,,,,,,,,,,"Dawson",3038,275,55
"G3000230","1970","Montana","30","Deer Lodge","023",,,,,,,,,,,,,"Deer Lodge",4082,404,95
"G3000250","1970","Montana","30","Fallon","025",,,,,,,,,,,,,"Fallon",1097,95,28
"G3000270","1970","Montana","30","Fergus","027",,,,,,,,,,,,,"Fergus",3649,265,112
"G3000290","1970","Montana","30","Flathead","029",,,,,,,,,,,,,"Flathead",10996,982,327
"G3000310","1970","Montana","30","Gallatin","031",,,,,,,,,,,,,"Gallatin",9136,499,119
"G3000330","1970","Montana","30","Garfield","033",,,,,,,,,,,,,"Garfield",499,47,21
"G3000350","1970","Montana","30","Glacier","035",,,,,,,,,,,,,"Glacier",2346,329,298
"G3000370","1970","Montana","30","Golden Valley","037",,,,,,,,,,,,,"Golden Valley",296,20,5
"G3000390","1970","Montana","30","Granite","039",,,,,,,,,,,,,"Granite",843,64,17
"G3000410","1970","Montana","30","Hill","041",,,,,,,,,,,,,"Hill",4645,373,207
"G3000430","1970","Montana","30","Jefferson","043",,,,,,,,,,,,,"Jefferson",1208,114,38
"G3000450","1970","Montana","30","Judith Basin","045",,,,,,,,,,,,,"Judith Basin",802,56,15
"G3000470","1970","Montana","30","Lake","047",,,,,,,,,,,,,"Lake",3904,388,180
"G3000490","1970","Montana","30","Lewis And Clark","049",,,,,,,,,,,,,"Lewis And Clark",9984,673,169
"G3000510","1970","Montana","30","Liberty","051",,,,,,,,,,,,,"Liberty",596,57,20
"G3000530","1970","Montana","30","Lincoln","053",,,,,,,,,,,,,"Lincoln",4461,622,226
"G3000550","1970","Montana","30","McCone","055",,,,,,,,,,,,,"Mc Cone",713,79,26
"G3000570","1970","Montana","30","Madison","057",,,,,,,,,,,,,"Madison",1568,85,43
"G3000590","1970","Montana","30","Meagher","059",,,,,,,,,,,,,"Meagher",609,41,39
"G3000610","1970","Montana","30","Mineral","061",,,,,,,,,,,,,"Mineral",792,85,41
"G3000630","1970","Montana","30","Missoula","063",,,,,,,,,,,,,"Missoula",16579,1142,291
"G3000650","1970","Montana","30","Musselshell","065",,,,,,,,,,,,,"Musselshell",1210,95,15
"G3000670","1970","Montana","30","Park","067",,,,,,,,,,,,,"Park",3693,200,54
"G3000690","1970","Montana","30","Petroleum","069",,,,,,,,,,,,,"Petroleum",204,16,5
"G3000710","1970","Montana","30","Phillips","071",,,,,,,,,,,,,"Phillips",1538,138,51
"G3000730","1970","Montana","30","Pondera","073",,,,,,,,,,,,,"Pondera",1742,161,95
"G3000750","1970","Montana","30","Powder River","075",,,,,,,,,,,,,"Powder River",719,100,21
"G3000770","1970","Montana","30","Powell","077",,,,,,,,,,,,,"Powell",1828,157,43
"G3000790","1970","Montana","30","Prairie","079",,,,,,,,,,,,,"Prairie",574,27,10
"G3000810","1970","Montana","30","Ravalli","081",,,,,,,,,,,,,"Ravalli",4303,332,90
"G3000830","1970","Montana","30","Richland","083",,,,,,,,,,,,,"Richland",2747,251,62
"G3000850","1970","Montana","30","Roosevelt","085",,,,,,,,,,,,,"Roosevelt",2467,296,185
"G3000870","1970","Montana","30","Rosebud","087",,,,,,,,,,,,,"Rosebud",1494,157,166
"G3000890","1970","Montana","30","Sanders","089",,,,,,,,,,,,,"Sanders",2141,163,69
"G3000910","1970","Montana","30","Sheridan","091",,,,,,,,,,,,,"Sheridan",1665,116,34
"G3000930","1970","Montana","30","Silver Bow","093",,,,,,,,,,,,,"Silver Bow",12897,996,249
"G3000950","1970","Montana","30","Stillwater","095",,,,,,,,,,,,,"Stillwater",1471,93,23
"G3000970","1970","Montana","30","Sweet Grass","097",,,,,,,,,,,,,"Sweet Grass",990,48,18
"G3000990","1970","Montana","30","Teton","099",,,,,,,,,,,,,"Teton",1764,114,65
"G3001010","1970","Montana","30","Toole","101",,,,,,,,,,,,,"Toole",1700,113,59
"G3001030","1970","Montana","30","Treasure","103",,,,,,,,,,,,,"Treasure",314,20,6
"G3001050","1970","Montana","30","Valley","105",,,,,,,,,,,,,"Valley",3110,279,77
"G3001070","1970","Montana","30","Wheatland","107",,,,,,,,,,,,,"Wheatland",801,44,30
"G3001090","1970","Montana","30","Wibaux","109",,,,,,,,,,,,,"Wibaux",417,30,11
"G3001110","1970","Montana","30","Yellowstone","111",,,,,,"0880",,,,,,,"Yellowstone",25710,1570,361
"G3001130","1970","Montana","30","Yellowstone National Park","113",,,,,,,,,,,,,"Yellowstone National Park",20,4,0
"G3100010","1970","Nebraska","31","Adams","001",,,,,,,,,,,,,"Adams",9682,375,83
"G3100030","1970","Nebraska","31","Antelope","003",,,,,,,,,,,,,"Antelope",2851,139,26
"G3100050","1970","Nebraska","31","Arthur","005",,,,,,,,,,,,,"Arthur",185,11,3
"G3100070","1970","Nebraska","31","Banner","007",,,,,,,,,,,,,"Banner",301,17,4
"G3100090","1970","Nebraska","31","Blaine","009",,,,,,,,,,,,,"Blaine",265,14,4
"G3100110","1970","Nebraska","31","Boone","011",,,,,,,,,,,,,"Boone",2390,141,37
"G3100130","1970","Nebraska","31","Box Butte","013",,,,,,,,,,,,,"Box Butte",3134,186,61
"G3100150","1970","Nebraska","31","Boyd","015",,,,,,,,,,,,,"Boyd",1166,64,19
"G3100170","1970","Nebraska","31","Brown","017",,,,,,,,,,,,,"Brown",1329,53,12
"G3100190","1970","Nebraska","31","Buffalo","019",,,,,,,,,,,,,"Buffalo",9061,471,125
"G3100210","1970","Nebraska","31","Burt","021",,,,,,,,,,,,,"Burt",3078,78,26
"G3100230","1970","Nebraska","31","Butler","023",,,,,,,,,,,,,"Butler",2947,136,32
"G3100250","1970","Nebraska","31","Cass","025",,,,,,,,,,,,,"Cass",5298,325,60
"G3100270","1970","Nebraska","31","Cedar","027",,,,,,,,,,,,,"Cedar",3133,245,75
"G3100290","1970","Nebraska","31","Chase","029",,,,,,,,,,,,,"Chase",1336,58,14
"G3100310","1970","Nebraska","31","Cherry","031",,,,,,,,,,,,,"Cherry",2132,113,35
"G3100330","1970","Nebraska","31","Cheyenne","033",,,,,,,,,,,,,"Cheyenne",3305,191,38
"G3100350","1970","Nebraska","31","Clay","035",,,,,,,,,,,,,"Clay",2617,107,25
"G3100370","1970","Nebraska","31","Colfax","037",,,,,,,,,,,,,"Colfax",3078,141,42
"G3100390","1970","Nebraska","31","Cuming","039",,,,,,,,,,,,,"Cuming",3474,205,39
"G3100410","1970","Nebraska","31","Custer","041",,,,,,,,,,,,,"Custer",4626,199,42
"G3100430","1970","Nebraska","31","Dakota","043",,,,,,"7720",,,,,,,"Dakota",3450,360,101
"G3100450","1970","Nebraska","31","Dawes","045",,,,,,,,,,,,,"Dawes",2830,158,45
"G3100470","1970","Nebraska","31","Dawson","047",,,,,,,,,,,,,"Dawson",6070,320,74
"G3100490","1970","Nebraska","31","Deuel","049",,,,,,,,,,,,,"Deuel",924,37,9
"G3100510","1970","Nebraska","31","Dixon","051",,,,,,,,,,,,,"Dixon",2293,90,25
"G3100530","1970","Nebraska","31","Dodge","053",,,,,,,,,,,,,"Dodge",10696,530,89
"G3100550","1970","Nebraska","31","Douglas","055",,,,,,"5920",,,,,,,"Douglas",113638,7287,1535
"G3100570","1970","Nebraska","31","Dundy","057",,,,,,,,,,,,,"Dundy",1017,39,7
"G3100590","1970","Nebraska","31","Fillmore","059",,,,,,,,,,,,,"Fillmore",2720,78,6
"G3100610","1970","Nebraska","31","Franklin","061",,,,,,,,,,,,,"Franklin",1604,65,7
"G3100630","1970","Nebraska","31","Frontier","063",,,,,,,,,,,,,"Frontier",1227,59,14
"G3100650","1970","Nebraska","31","Furnas","065",,,,,,,,,,,,,"Furnas",2406,93,18
"G3100670","1970","Nebraska","31","Gage","067",,,,,,,,,,,,,"Gage",7883,275,33
"G3100690","1970","Nebraska","31","Garden","069",,,,,,,,,,,,,"Garden",1001,42,6
"G3100710","1970","Nebraska","31","Garfield","071",,,,,,,,,,,,,"Garfield",833,34,8
"G3100730","1970","Nebraska","31","Gosper","073",,,,,,,,,,,,,"Gosper",683,29,4
"G3100750","1970","Nebraska","31","Grant","075",,,,,,,,,,,,,"Grant",284,24,8
"G3100770","1970","Nebraska","31","Greeley","077",,,,,,,,,,,,,"Greeley",1168,73,13
"G3100790","1970","Nebraska","31","Hall","079",,,,,,,,,,,,,"Hall",13087,806,161
"G3100810","1970","Nebraska","31","Hamilton","081",,,,,,,,,,,,,"Hamilton",2679,106,19
"G3100830","1970","Nebraska","31","Harlan","083",,,,,,,,,,,,,"Harlan",1504,45,9
"G3100850","1970","Nebraska","31","Hayes","085",,,,,,,,,,,,,"Hayes",455,25,5
"G3100870","1970","Nebraska","31","Hitchcock","087",,,,,,,,,,,,,"Hitchcock",1344,65,9
"G3100890","1970","Nebraska","31","Holt","089",,,,,,,,,,,,,"Holt",3718,289,65
"G3100910","1970","Nebraska","31","Hooker","091",,,,,,,,,,,,,"Hooker",309,10,4
"G3100930","1970","Nebraska","31","Howard","093",,,,,,,,,,,,,"Howard",2020,140,29
"G3100950","1970","Nebraska","31","Jefferson","095",,,,,,,,,,,,,"Jefferson",3655,107,21
"G3100970","1970","Nebraska","31","Johnson","097",,,,,,,,,,,,,"Johnson",1902,74,8
"G3100990","1970","Nebraska","31","Kearney","099",,,,,,,,,,,,,"Kearney",2108,70,12
"G3101010","1970","Nebraska","31","Keith","101",,,,,,,,,,,,,"Keith",2568,160,26
"G3101030","1970","Nebraska","31","Keya Paha","103",,,,,,,,,,,,,"Keya Paha",430,27,1
"G3101050","1970","Nebraska","31","Kimball","105",,,,,,,,,,,,,"Kimball",1678,128,33
"G3101070","1970","Nebraska","31","Knox","107",,,,,,,,,,,,,"Knox",3552,198,60
"G3101090","1970","Nebraska","31","Lancaster","109",,,,,,"4360",,,,,,,"Lancaster",51662,1896,354
"G3101110","1970","Nebraska","31","Lincoln","111",,,,,,,,,,,,,"Lincoln",9044,514,137
"G3101130","1970","Nebraska","31","Logan","113",,,,,,,,,,,,,"Logan",306,18,4
"G3101150","1970","Nebraska","31","Loup","115",,,,,,,,,,,,,"Loup",278,15,3
"G3101170","1970","Nebraska","31","McPherson","117",,,,,,,,,,,,,"Mc Pherson",186,13,6
"G3101190","1970","Nebraska","31","Madison","119",,,,,,,,,,,,,"Madison",8442,425,87
"G3101210","1970","Nebraska","31","Merrick","121",,,,,,,,,,,,,"Merrick",2603,148,30
"G3101230","1970","Nebraska","31","Morrill","123",,,,,,,,,,,,,"Morrill",1769,98,32
"G3101250","1970","Nebraska","31","Nance","125",,,,,,,,,,,,,"Nance",1599,64,21
"G3101270","1970","Nebraska","31","Nemaha","127",,,,,,,,,,,,,"Nemaha",2909,93,26
"G3101290","1970","Nebraska","31","Nuckolls","129",,,,,,,,,,,,,"Nuckolls",2415,98,22
"G3101310","1970","Nebraska","31","Otoe","131",,,,,,,,,,,,,"Otoe",5161,218,41
"G3101330","1970","Nebraska","31","Pawnee","133",,,,,,,,,,,,,"Pawnee",1539,55,8
"G3101350","1970","Nebraska","31","Perkins","135",,,,,,,,,,,,,"Perkins",1145,42,6
"G3101370","1970","Nebraska","31","Phelps","137",,,,,,,,,,,,,"Phelps",3108,116,15
"G3101390","1970","Nebraska","31","Pierce","139",,,,,,,,,,,,,"Pierce",2552,143,18
"G3101410","1970","Nebraska","31","Platte","141",,,,,,,,,,,,,"Platte",7302,540,131
"G3101430","1970","Nebraska","31","Polk","143",,,,,,,,,,,,,"Polk",2150,55,6
"G3101450","1970","Nebraska","31","Red Willow","145",,,,,,,,,,,,,"Red Willow",3901,200,31
"G3101470","1970","Nebraska","31","Richardson","147",,,,,,,,,,,,,"Richardson",4238,149,32
"G3101490","1970","Nebraska","31","Rock","149",,,,,,,,,,,,,"Rock",724,37,10
"G3101510","1970","Nebraska","31","Saline","151",,,,,,,,,,,,,"Saline",4303,112,20
"G3101530","1970","Nebraska","31","Sarpy","153",,,,,,"5920",,,,,,,"Sarpy",14258,1489,233
"G3101550","1970","Nebraska","31","Saunders","155",,,,,,,,,,,,,"Saunders",5148,239,66
"G3101570","1970","Nebraska","31","Scotts Bluff","157",,,,,,,,,,,,,"Scotts Bluff",10303,707,257
"G3101590","1970","Nebraska","31","Seward","159",,,,,,,,,,,,,"Seward",4096,167,45
"G3101610","1970","Nebraska","31","Sheridan","161",,,,,,,,,,,,,"Sheridan",2164,139,50
"G3101630","1970","Nebraska","31","Sherman","163",,,,,,,,,,,,,"Sherman",1419,109,25
"G3101650","1970","Nebraska","31","Sioux","165",,,,,,,,,,,,,"Sioux",609,37,13
"G3101670","1970","Nebraska","31","Stanton","167",,,,,,,,,,,,,"Stanton",1681,90,25
"G3101690","1970","Nebraska","31","Thayer","169",,,,,,,,,,,,,"Thayer",2644,80,14
"G3101710","1970","Nebraska","31","Thomas","171",,,,,,,,,,,,,"Thomas",312,15,7
"G3101730","1970","Nebraska","31","Thurston","173",,,,,,,,,,,,,"Thurston",1718,157,158
"G3101750","1970","Nebraska","31","Valley","175",,,,,,,,,,,,,"Valley",1918,81,19
