GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CCO001,CCO002,CCO003
"G4804790","1970","Texas","48","Webb","479",,,,,,"4080",,,,,,,"Webb",12427,2724,2722
"G4804810","1970","Texas","48","Wharton","481",,,,,,,,,,,,,"Wharton",9465,1014,584
"G4804830","1970","Texas","48","Wheeler","483",,,,,,,,,,,,,"Wheeler",2147,124,52
"G4804850","1970","Texas","48","Wichita","485",,,,,,"9080",,,,,,,"Wichita",35564,2085,612
"G4804870","1970","Texas","48","Wilbarger","487",,,,,,,,,,,,,"Wilbarger",4985,284,140
"G4804890","1970","Texas","48","Willacy","489",,,,,,,,,,,,,"Willacy",2619,518,662
"G4804910","1970","Texas","48","Williamson","491",,,,,,,,,,,,,"Williamson",10467,803,569
"G4804930","1970","Texas","48","Wilson","493",,,,,,,,,,,,,"Wilson",3051,428,289
"G4804950","1970","Texas","48","Winkler","495",,,,,,,,,,,,,"Winkler",2673,252,80
"G4804970","1970","Texas","48","Wise","497",,,,,,,,,,,,,"Wise",5996,427,162
"G4804990","1970","Texas","48","Wood","499",,,,,,,,,,,,,"Wood",6114,339,126
"G4805010","1970","Texas","48","Yoakum","501",,,,,,,,,,,,,"Yoakum",1863,201,100
"G4805030","1970","Texas","48","Young","503",,,,,,,,,,,,,"Young",5314,270,61
"G4805050","1970","Texas","48","Zapata","505",,,,,,,,,,,,,"Zapata",888,138,182
"G4805070","1970","Texas","48","Zavala","507",,,,,,,,,,,,,"Zavala",1717,438,534
"G4900010","1970","Utah","49","Beaver","001",,,,,,,,,,,,,"Beaver",1076,90,25
"G4900030","1970","Utah","49","Box Elder","003",,,,,,,,,,,,,"Box Elder",6751,690,201
"G4900050","1970","Utah","49","Cache","005",,,,,,,,,,,,,"Cache",10785,803,210
"G4900070","1970","Utah","49","Carbon","007",,,,,,,,,,,,,"Carbon",4442,382,121
"G4900090","1970","Utah","49","Daggett","009",,,,,,,,,,,,,"Daggett",150,28,9
"G4900110","1970","Utah","49","Davis","011",,,,,,"7160",,,,,,,"Davis",20869,2444,446
"G4900130","1970","Utah","49","Duchesne","013",,,,,,,,,,,,,"Duchesne",1620,233,90
"G4900150","1970","Utah","49","Emery","015",,,,,,,,,,,,,"Emery",1330,168,42
"G4900170","1970","Utah","49","Garfield","017",,,,,,,,,,,,,"Garfield",813,77,33
"G4900190","1970","Utah","49","Grand","019",,,,,,,,,,,,,"Grand",1602,208,62
"G4900210","1970","Utah","49","Iron","021",,,,,,,,,,,,,"Iron",3037,254,87
"G4900230","1970","Utah","49","Juab","023",,,,,,,,,,,,,"Juab",1252,109,29
"G4900250","1970","Utah","49","Kane","025",,,,,,,,,,,,,"Kane",631,71,16
"G4900270","1970","Utah","49","Millard","027",,,,,,,,,,,,,"Millard",1884,156,46
"G4900290","1970","Utah","49","Morgan","029",,,,,,,,,,,,,"Morgan",895,131,28
"G4900310","1970","Utah","49","Piute","031",,,,,,,,,,,,,"Piute",331,26,10
"G4900330","1970","Utah","49","Rich","033",,,,,,,,,,,,,"Rich",412,47,16
"G4900350","1970","Utah","49","Salt Lake","035",,,,,,"7160",,,,,,,"Salt Lake",122487,10088,2351
"G4900370","1970","Utah","49","San Juan","037",,,,,,,,,,,,,"San Juan",1335,227,644
"G4900390","1970","Utah","49","Sanpete","039",,,,,,,,,,,,,"Sanpete",3174,203,59
"G4900410","1970","Utah","49","Sevier","041",,,,,,,,,,,,,"Sevier",2889,217,56
"G4900430","1970","Utah","49","Summit","043",,,,,,,,,,,,,"Summit",1519,162,46
"G4900450","1970","Utah","49","Tooele","045",,,,,,,,,,,,,"Tooele",5239,650,189
"G4900470","1970","Utah","49","Uintah","047",,,,,,,,,,,,,"Uintah",2850,409,174
"G4900490","1970","Utah","49","Utah","049",,,,,,"6520",,,,,,,"Utah",30248,3417,808
"G4900510","1970","Utah","49","Wasatch","051",,,,,,,,,,,,,"Wasatch",1463,170,34
"G4900530","1970","Utah","49","Washington","053",,,,,,,,,,,,,"Washington",3288,390,156
"G4900550","1970","Utah","49","Wayne","055",,,,,,,,,,,,,"Wayne",409,38,9
"G4900570","1970","Utah","49","Weber","057",,,,,,"5840",,,,,,,"Weber",33552,2947,769
"G5000010","1970","Vermont","50","Addison","001",,,,,,,,,,,,,"Addison",6190,345,82
"G5000030","1970","Vermont","50","Bennington","003",,,,,,,,,,,,,"Bennington",8612,482,128
"G5000050","1970","Vermont","50","Caledonia","005",,,,,,,,,,,,,"Caledonia",6777,316,70
"G5000070","1970","Vermont","50","Chittenden","007",,,,,,,,,,,,,"Chittenden",25432,1765,385
"G5000090","1970","Vermont","50","Essex","009",,,,,,,,,,,,,"Essex",1516,92,29
"G5000110","1970","Vermont","50","Franklin","011",,,,,,,,,,,,,"Franklin",8489,575,108
"G5000130","1970","Vermont","50","Grand Isle","013",,,,,,,,,,,,,"Grand Isle",999,60,10
"G5000150","1970","Vermont","50","Lamoille","015",,,,,,,,,,,,,"Lamoille",3624,221,59
"G5000170","1970","Vermont","50","Orange","017",,,,,,,,,,,,,"Orange",4873,268,85
"G5000190","1970","Vermont","50","Orleans","019",,,,,,,,,,,,,"Orleans",5622,312,88
"G5000210","1970","Vermont","50","Rutland","021",,,,,,,,,,,,,"Rutland",14902,698,169
"G5000230","1970","Vermont","50","Washington","023",,,,,,,,,,,,,"Washington",13292,689,165
"G5000250","1970","Vermont","50","Windham","025",,,,,,,,,,,,,"Windham",9834,502,125
"G5000270","1970","Vermont","50","Windsor","027",,,,,,,,,,,,,"Windsor",13289,645,174
"G5100010","1970","Virginia","51","Accomack","001",,,,,,,,,,,,,"Accomack",8754,605,344
"G5100030","1970","Virginia","51","Albemarle","003",,,,,,,,,,,,,"Albemarle",9679,590,265
"G5100050","1970","Virginia","51","Alleghany","005",,,,,,,,,,,,,"Alleghany",3306,247,102
"G5100070","1970","Virginia","51","Amelia","007",,,,,,,,,,,,,"Amelia",1746,219,121
"G5100090","1970","Virginia","51","Amherst","009",,,,,,"4640",,,,,,,"Amherst",5721,544,196
"G5100110","1970","Virginia","51","Appomattox","011",,,,,,,,,,,,,"Appomattox",2570,235,100
"G5100130","1970","Virginia","51","Arlington","013",,,,,,"8840",,,,,,,"Arlington",67159,1491,713
"G5100150","1970","Virginia","51","Augusta","015",,,,,,,,,,,,,"Augusta",11692,772,208
"G5100170","1970","Virginia","51","Bath","017",,,,,,,,,,,,,"Bath",1537,111,41
"G5100190","1970","Virginia","51","Bedford","019",,,,,,,,,,,,,"Bedford",6945,653,242
"G5100210","1970","Virginia","51","Bland","021",,,,,,,,,,,,,"Bland",1425,124,36
"G5100230","1970","Virginia","51","Botetourt","023",,,,,,,,,,,,,"Botetourt",4959,400,122
"G5100250","1970","Virginia","51","Brunswick","025",,,,,,,,,,,,,"Brunswick",3687,431,262
"G5100270","1970","Virginia","51","Buchanan","027",,,,,,,,,,,,,"Buchanan",6642,1085,667
"G5100290","1970","Virginia","51","Buckingham","029",,,,,,,,,,,,,"Buckingham",2499,310,208
"G5100310","1970","Virginia","51","Campbell","031",,,,,,"4640",,,,,,,"Campbell",11586,880,277
"G5100330","1970","Virginia","51","Caroline","033",,,,,,,,,,,,,"Caroline",3094,426,225
"G5100350","1970","Virginia","51","Carroll","035",,,,,,,,,,,,,"Carroll",6409,590,246
"G5100360","1970","Virginia","51","Charles City","036",,,,,,,,,,,,,"Charles City",1122,235,115
"G5100370","1970","Virginia","51","Charlotte","037",,,,,,,,,,,,,"Charlotte",2768,322,173
"G5100410","1970","Virginia","51","Chesterfield","041",,,,,,"6760",,,,,,,"Chesterfield",20611,929,253
"G5100430","1970","Virginia","51","Clarke","043",,,,,,,,,,,,,"Clarke",2252,165,54
"G5100450","1970","Virginia","51","Craig","045",,,,,,,,,,,,,"Craig",1010,91,15
"G5100470","1970","Virginia","51","Culpeper","047",,,,,,,,,,,,,"Culpeper",4691,424,199
"G5100490","1970","Virginia","51","Cumberland","049",,,,,,,,,,,,,"Cumberland",1501,162,104
"G5100510","1970","Virginia","51","Dickenson","051",,,,,,,,,,,,,"Dickenson",3699,501,324
"G5100530","1970","Virginia","51","Dinwiddie","053",,,,,,"6140",,,,,,,"Dinwiddie",4943,499,302
"G5100570","1970","Virginia","51","Essex","057",,,,,,,,,,,,,"Essex",1783,166,106
"G5100590","1970","Virginia","51","Fairfax","059",,,,,,"8840",,,,,,,"Fairfax",121925,3719,874
"G5100610","1970","Virginia","51","Fauquier","061",,,,,,,,,,,,,"Fauquier",6749,599,234
"G5100630","1970","Virginia","51","Floyd","063",,,,,,,,,,,,,"Floyd",2821,209,58
"G5100650","1970","Virginia","51","Fluvanna","065",,,,,,,,,,,,,"Fluvanna",1910,204,107
"G5100670","1970","Virginia","51","Franklin","067",,,,,,,,,,,,,"Franklin",6775,626,266
"G5100690","1970","Virginia","51","Frederick","069",,,,,,,,,,,,,"Frederick",7832,579,153
"G5100710","1970","Virginia","51","Giles","071",,,,,,,,,,,,,"Giles",4686,386,127
"G5100730","1970","Virginia","51","Gloucester","073",,,,,,,,,,,,,"Gloucester",3965,313,132
"G5100750","1970","Virginia","51","Goochland","075",,,,,,,,,,,,,"Goochland",2202,271,120
"G5100770","1970","Virginia","51","Grayson","077",,,,,,,,,,,,,"Grayson",4463,350,160
"G5100790","1970","Virginia","51","Greene","079",,,,,,,,,,,,,"Greene",1239,145,60
"G5100810","1970","Virginia","51","Greensville","081",,,,,,,,,,,,,"Greensville",2122,279,187
"G5100830","1970","Virginia","51","Halifax","083",,,,,,,,,,,,,"Halifax",7191,825,479
"G5100850","1970","Virginia","51","Hanover","085",,,,,,"6760",,,,,,,"Hanover",9637,623,240
"G5100870","1970","Virginia","51","Henrico","087",,,,,,"6760",,,,,,,"Henrico",46385,1595,270
"G5100890","1970","Virginia","51","Henry","089",,,,,,,,,,,,,"Henry",12948,1255,514
"G5100910","1970","Virginia","51","Highland","091",,,,,,,,,,,,,"Highland",780,46,12
"G5100930","1970","Virginia","51","Isle Of Wight","093",,,,,,,,,,,,,"Isle Of Wight",4268,474,266
"G5100950","1970","Virginia","51","James City","095",,,,,,,,,,,,,"James City",4008,354,210
"G5100970","1970","Virginia","51","King And Queen","097",,,,,,,,,,,,,"King And Queen",1394,119,77
"G5100990","1970","Virginia","51","King George","099",,,,,,,,,,,,,"King George",2125,153,81
"G5101010","1970","Virginia","51","King William","101",,,,,,,,,,,,,"King William",1890,174,93
"G5101030","1970","Virginia","51","Lancaster","103",,,,,,,,,,,,,"Lancaster",2730,186,97
"G5101050","1970","Virginia","51","Lee","105",,,,,,,,,,,,,"Lee",5719,527,275
"G5101070","1970","Virginia","51","Loudoun","107",,,,,,"8840",,,,,,,"Loudoun",9681,572,173
"G5101090","1970","Virginia","51","Louisa","109",,,,,,,,,,,,,"Louisa",3460,349,218
"G5101110","1970","Virginia","51","Lunenburg","111",,,,,,,,,,,,,"Lunenberg",3082,286,156
"G5101130","1970","Virginia","51","Madison","113",,,,,,,,,,,,,"Madison",2225,226,94
"G5101150","1970","Virginia","51","Mathews","115",,,,,,,,,,,,,"Mathews",2373,101,30
"G5101170","1970","Virginia","51","Mecklenburg","117",,,,,,,,,,,,,"Mecklenburg",7603,699,411
"G5101190","1970","Virginia","51","Middlesex","119",,,,,,,,,,,,,"Middlesex",1901,123,52
"G5101210","1970","Virginia","51","Montgomery","121",,,,,,,,,,,,,"Montgomery",12269,740,256
"G5101230","1970","Virginia","51","Nansemond","123",,,,,,,,,,,,,"Nansemond",8419,898,500
"G5101250","1970","Virginia","51","Nelson","125",,,,,,,,,,,,,"Nelson",3035,286,173
"G5101270","1970","Virginia","51","New Kent","127",,,,,,,,,,,,,"New Kent",1265,156,61
"G5101310","1970","Virginia","51","Northampton","131",,,,,,,,,,,,,"Northampton",4082,329,237
"G5101330","1970","Virginia","51","Northumberland","133",,,,,,,,,,,,,"Northumberland",2812,171,80
"G5101350","1970","Virginia","51","Nottoway","135",,,,,,,,,,,,,"Nottoway",3822,264,170
"G5101370","1970","Virginia","51","Orange","137",,,,,,,,,,,,,"Orange",3844,290,146
"G5101390","1970","Virginia","51","Page","139",,,,,,,,,,,,,"Page",4800,315,143
"G5101410","1970","Virginia","51","Patrick","141",,,,,,,,,,,,,"Patrick",4201,346,171
"G5101430","1970","Virginia","51","Pittsylvania","143",,,,,,,,,,,,,"Pittsylvania",14053,1623,919
"G5101450","1970","Virginia","51","Powhatan","145",,,,,,,,,,,,,"Powhatan",1530,156,71
"G5101470","1970","Virginia","51","Prince Edward","147",,,,,,,,,,,,,"Prince Edward",3479,274,172
"G5101490","1970","Virginia","51","Prince George","149",,,,,,"6140",,,,,,,"Prince George",5084,414,220
"G5101530","1970","Virginia","51","Prince William","153",,,,,,"8840",,,,,,,"Prince William",25360,1918,500
"G5101550","1970","Virginia","51","Pulaski","155",,,,,,,,,,,,,"Pulaski",8066,736,259
"G5101570","1970","Virginia","51","Rappahannock","157",,,,,,,,,,,,,"Rappahannock",1368,121,59
"G5101590","1970","Virginia","51","Richmond","159",,,,,,,,,,,,,"Richmond",1557,119,78
"G5101610","1970","Virginia","51","Roanoke","161",,,,,,"6800",,,,,,,"Roanoke",18902,815,175
"G5101630","1970","Virginia","51","Rockbridge","163",,,,,,,,,,,,,"Rockbridge",4534,377,108
"G5101650","1970","Virginia","51","Rockingham","165",,,,,,,,,,,,,"Rockingham",12855,848,247
"G5101670","1970","Virginia","51","Russell","167",,,,,,,,,,,,,"Russell",5972,712,321
"G5101690","1970","Virginia","51","Scott","169",,,,,,,,,,,,,"Scott",6502,596,278
"G5101710","1970","Virginia","51","Shenandoah","171",,,,,,,,,,,,,"Shenandoah",7083,342,87
"G5101730","1970","Virginia","51","Smyth","173",,,,,,,,,,,,,"Smyth",8053,695,245
"G5101750","1970","Virginia","51","Southampton","175",,,,,,,,,,,,,"Southampton",4150,442,337
"G5101770","1970","Virginia","51","Spotsylvania","177",,,,,,,,,,,,,"Spotsylvania",4148,435,136
"G5101790","1970","Virginia","51","Stafford","179",,,,,,,,,,,,,"Stafford",5995,532,170
"G5101810","1970","Virginia","51","Surry","181",,,,,,,,,,,,,"Surry",1305,172,103
"G5101830","1970","Virginia","51","Sussex","183",,,,,,,,,,,,,"Sussex",2461,340,241
"G5101850","1970","Virginia","51","Tazewell","185",,,,,,,,,,,,,"Tazewell",10559,1038,349
"G5101870","1970","Virginia","51","Warren","187",,,,,,,,,,,,,"Warren",4650,276,54
"G5101910","1970","Virginia","51","Washington","191",,,,,,,,,,,,,"Washington",11252,900,295
"G5101930","1970","Virginia","51","Westmoreland","193",,,,,,,,,,,,,"Westmoreland",3228,288,196
"G5101950","1970","Virginia","51","Wise","195",,,,,,,,,,,,,"Wise",9091,1020,529
"G5101970","1970","Virginia","51","Wythe","197",,,,,,,,,,,,,"Wythe",6090,481,192
"G5101990","1970","Virginia","51","York","199",,,,,,"5680",,,,,,,"York",8176,579,145
"G5105100","1970","Virginia","51","Alexandria City","510",,,,,,"8840",,,,,,,"Alexandria City",40353,1554,572
"G5105150","1970","Virginia","51","Bedford City","515",,,,,,,,,,,,,"Bedford City",1852,77,46
"G5105200","1970","Virginia","51","Bristol City","520",,,,,,,,,,,,,"Bristol City",4471,265,71
"G5105300","1970","Virginia","51","Buena Vista City","530",,,,,,,,,,,,,"Buena Vista City",1752,135,38
"G5105400","1970","Virginia","51","Charlottesville City","540",,,,,,,,,,,,,"Charlottesville City",12831,567,198
"G5105500","1970","Virginia","51","Chesapeake City","550",,,,,,"5720",,,,,,,"Chesapeake City",22836,1771,544
"G5105600","1970","Virginia","51","Clifton Forge City","560",,,,,,,,,,,,,"Clifton Forge City",1772,71,35
"G5105700","1970","Virginia","51","Colonial Heights City","570",,,,,,"6140",,,,,,,"Colonial Heights City",4553,161,16
"G5105800","1970","Virginia","51","Covington City","580",,,,,,,,,,,,,"Covington City",3127,149,54
"G5105900","1970","Virginia","51","Danville City","590",,,,,,,,,,,,,"Danville City",14294,842,312
"G5105950","1970","Virginia","51","Emporia City","595",,,,,,,,,,,,,"Emporia City",1534,121,78
"G5106000","1970","Virginia","51","Fairfax City","600",,,,,,"8840",,,,,,,"Fairfax City",5864,214,42
"G5106100","1970","Virginia","51","Falls Church City","610",,,,,,"8840",,,,,,,"Falls Church City",3576,93,18
"G5106200","1970","Virginia","51","Franklin City","620",,,,,,,,,,,,,"Franklin City",1875,158,78
"G5106300","1970","Virginia","51","Fredericksburg City","630",,,,,,,,,,,,,"Fredericksburg City",4345,166,51
"G5106400","1970","Virginia","51","Galax City","640",,,,,,,,,,,,,"Galax City",1995,128,34
"G5106500","1970","Virginia","51","Hampton City","650",,,,,,"5680",,,,,,,"Hampton City",32149,2009,428
"G5106600","1970","Virginia","51","Harrisonburg City","660",,,,,,,,,,,,,"Harrisonburg City",4153,152,21
"G5106700","1970","Virginia","51","Hopewell City","670",,,,,,"6140",,,,,,,"Hopewell City",6712,416,114
"G5106780","1970","Virginia","51","Lexington City","678",,,,,,,,,,,,,"Lexington City",1992,86,26
"G5106800","1970","Virginia","51","Lynchburg City","680",,,,,,"4640",,,,,,,"Lynchburg City",16278,888,265
"G5106900","1970","Virginia","51","Martinsville City","690",,,,,,,,,,,,,"Martinsville City",5415,398,202
"G5107000","1970","Virginia","51","Newport News City","700",,,,,,"5680",,,,,,,"Newport News City",36538,2387,616
"G5107100","1970","Virginia","51","Norfolk City","710",,,,,,"5720",,,,,,,"Norfolk City",79570,5360,1816
"G5107200","1970","Virginia","51","Norton City","720",,,,,,,,,,,,,"Norton City",1204,81,34
"G5107300","1970","Virginia","51","Petersburg City","730",,,,,,"6140",,,,,,,"Petersburg City",9832,932,484
"G5107400","1970","Virginia","51","Portsmouth City","740",,,,,,"5720",,,,,,,"Portsmouth City",31309,2438,770
"G5107500","1970","Virginia","51","Radford City","750",,,,,,,,,,,,,"Radford City",2952,120,31
"G5107600","1970","Virginia","51","Richmond City","760",,,,,,"6760",,,,,,,"Richmond City",76390,4876,1503
"G5107700","1970","Virginia","51","Roanoke City","770",,,,,,"6800",,,,,,,"Roanoke City",30116,1416,296
"G5107750","1970","Virginia","51","Salem City","775",,,,,,"6800",,,,,,,"Salem City",6347,262,41
"G5107800","1970","Virginia","51","South Boston City","780",,,,,,,,,,,,,"South Boston City",2017,137,88
"G5107900","1970","Virginia","51","Staunton City","790",,,,,,,,,,,,,"Staunton City",7122,230,55
"G5108000","1970","Virginia","51","Suffolk City","800",,,,,,,,,,,,,"Suffolk City",3078,174,95
"G5108100","1970","Virginia","51","Virginia Beach City","810",,,,,,"5720",,,,,,,"Virginia Beach City",42599,2013,521
"G5108200","1970","Virginia","51","Waynesboro City","820",,,,,,,,,,,,,"Waynesboro City",5010,273,67
"G5108300","1970","Virginia","51","Williamsburg City","830",,,,,,,,,,,,,"Williamsburg City",2294,62,45
"G5108400","1970","Virginia","51","Winchester City","840",,,,,,,,,,,,,"Winchester City",4799,178,38
"G5300010","1970","Washington","53","Adams","001",,,,,,,,,,,,,"Adams",3087,251,215
"G5300030","1970","Washington","53","Asotin","003",,,,,,,,,,,,,"Asotin",4317,246,52
"G5300050","1970","Washington","53","Benton","005",,,,,,,,,,,,,"Benton",19149,1069,302
"G5300070","1970","Washington","53","Chelan","007",,,,,,,,,,,,,"Chelan",13600,611,185
"G5300090","1970","Washington","53","Clallam","009",,,,,,,,,,,,,"Clallam",10845,631,205
"G5300110","1970","Washington","53","Clark","011",,,,,,"6440",,,,,,,"Clark",38807,1887,370
"G5300130","1970","Washington","53","Columbia","013",,,,,,,,,,,,,"Columbia",1392,45,30
"G5300150","1970","Washington","53","Cowlitz","015",,,,,,,,,,,,,"Cowlitz",20806,1127,207
"G5300170","1970","Washington","53","Douglas","017",,,,,,,,,,,,,"Douglas",4910,281,77
"G5300190","1970","Washington","53","Ferry","019",,,,,,,,,,,,,"Ferry",966,96,51
"G5300210","1970","Washington","53","Franklin","021",,,,,,,,,,,,,"Franklin",7152,524,203
"G5300230","1970","Washington","53","Garfield","023",,,,,,,,,,,,,"Garfield",952,25,8
"G5300250","1970","Washington","53","Grant","025",,,,,,,,,,,,,"Grant",11202,975,407
"G5300270","1970","Washington","53","Grays Harbor","027",,,,,,,,,,,,,"Grays Harbor",18750,973,229
"G5300290","1970","Washington","53","Island","029",,,,,,,,,,,,,"Island",7840,411,149
"G5300310","1970","Washington","53","Jefferson","031",,,,,,,,,,,,,"Jefferson",3400,196,70
"G5300330","1970","Washington","53","King","033",,,,,,"7600",,,,,,,"King",375923,12240,3596
"G5300350","1970","Washington","53","Kitsap","035",,,,,,,,,,,,,"Kitsap",31039,1444,373
"G5300370","1970","Washington","53","Kittitas","037",,,,,,,,,,,,,"Kittitas",7339,377,130
"G5300390","1970","Washington","53","Klickitat","039",,,,,,,,,,,,,"Klickitat",3651,245,74
"G5300410","1970","Washington","53","Lewis","041",,,,,,,,,,,,,"Lewis",14368,718,196
"G5300430","1970","Washington","53","Lincoln","043",,,,,,,,,,,,,"Lincoln",3214,109,33
"G5300450","1970","Washington","53","Mason","045",,,,,,,,,,,,,"Mason",6223,380,165
"G5300470","1970","Washington","53","Okanogan","047",,,,,,,,,,,,,"Okanogan",7692,528,266
"G5300490","1970","Washington","53","Pacific","049",,,,,,,,,,,,,"Pacific",5305,227,66
"G5300510","1970","Washington","53","Pend Oreille","051",,,,,,,,,,,,,"Pend Oreille",1847,125,58
"G5300530","1970","Washington","53","Pierce","053",,,,,,"8200",,,,,,,"Pierce",116494,5603,1324
"G5300550","1970","Washington","53","San Juan","055",,,,,,,,,,,,,"San Juan",1429,45,40
"G5300570","1970","Washington","53","Skagit","057",,,,,,,,,,,,,"Skagit",16116,821,212
"G5300590","1970","Washington","53","Skamania","059",,,,,,,,,,,,,"Skamania",1677,125,39
"G5300610","1970","Washington","53","Snohomish","061",,,,,,"7600",,,,,,,"Snohomish",76690,3974,799
"G5300630","1970","Washington","53","Spokane","063",,,,,,"7840",,,,,,,"Spokane",88783,4088,810
"G5300650","1970","Washington","53","Stevens","065",,,,,,,,,,,,,"Stevens",5031,400,149
"G5300670","1970","Washington","53","Thurston","067",,,,,,,,,,,,,"Thurston",23728,1132,326
"G5300690","1970","Washington","53","Wahkiakum","069",,,,,,,,,,,,,"Wahkiakum",1065,70,15
"G5300710","1970","Washington","53","Walla Walla","071",,,,,,,,,,,,,"Walla Walla",12789,501,148
"G5300730","1970","Washington","53","Whatcom","073",,,,,,,,,,,,,"Whatcom",25155,1153,412
"G5300750","1970","Washington","53","Whitman","075",,,,,,,,,,,,,"Whitman",10278,357,93
"G5300770","1970","Washington","53","Yakima","077",,,,,,,,,,,,,"Yakima",42286,2741,1455
"G5400010","1970","West Virginia","54","Barbour","001",,,,,,,,,,,,,"Barbour",3943,271,119
"G5400030","1970","West Virginia","54","Berkeley","003",,,,,,,,,,,,,"Berkeley",10431,701,203
"G5400050","1970","West Virginia","54","Boone","005",,,,,,,,,,,,,"Boone",6521,728,306
"G5400070","1970","West Virginia","54","Braxton","007",,,,,,,,,,,,,"Braxton",3553,307,140
"G5400090","1970","West Virginia","54","Brooke","009",,,,,,"8080",,,,,,,"Brooke",8346,605,106
"G5400110","1970","West Virginia","54","Cabell","011",,,,,,"3400",,,,,,,"Cabell",33521,1620,465
"G5400130","1970","West Virginia","54","Calhoun","013",,,,,,,,,,,,,"Calhoun",1941,155,82
