GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A43AA,A43AB
"G1700510","2010","Illinois","17","170","Fayette County","051","0510","Fayette County",8311,991
"G1700530","2010","Illinois","17","170","Ford County","053","0530","Ford County",5676,606
"G1700550","2010","Illinois","17","170","Franklin County","055","0550","Franklin County",16617,1908
"G1700570","2010","Illinois","17","170","Fulton County","057","0570","Fulton County",14536,1659
"G1700590","2010","Illinois","17","170","Gallatin County","059","0590","Gallatin County",2403,343
"G1700610","2010","Illinois","17","170","Greene County","061","0610","Greene County",5570,819
"G1700630","2010","Illinois","17","170","Grundy County","063","0630","Grundy County",18546,1450
"G1700650","2010","Illinois","17","170","Hamilton County","065","0650","Hamilton County",3489,615
"G1700670","2010","Illinois","17","170","Hancock County","067","0670","Hancock County",8040,1234
"G1700690","2010","Illinois","17","170","Hardin County","069","0690","Hardin County",1915,573
"G1700710","2010","Illinois","17","170","Henderson County","071","0710","Henderson County",3149,678
"G1700730","2010","Illinois","17","170","Henry County","073","0730","Henry County",20373,1788
"G1700750","2010","Illinois","17","170","Iroquois County","075","0750","Iroquois County",11956,1496
"G1700770","2010","Illinois","17","170","Jackson County","077","0770","Jackson County",25538,3040
"G1700790","2010","Illinois","17","170","Jasper County","079","0790","Jasper County",3940,405
"G1700810","2010","Illinois","17","170","Jefferson County","081","0810","Jefferson County",15365,1589
"G1700830","2010","Illinois","17","170","Jersey County","083","0830","Jersey County",8828,1020
"G1700850","2010","Illinois","17","170","Jo Daviess County","085","0850","Jo Daviess County",9753,3821
"G1700870","2010","Illinois","17","170","Johnson County","087","0870","Johnson County",4584,1014
"G1700890","2010","Illinois","17","170","Kane County","089","0890","Kane County",170479,11568
"G1700910","2010","Illinois","17","170","Kankakee County","091","0910","Kankakee County",41511,3735
"G1700930","2010","Illinois","17","170","Kendall County","093","0930","Kendall County",38022,2299
"G1700950","2010","Illinois","17","170","Knox County","095","0950","Knox County",21535,2542
"G1700970","2010","Illinois","17","170","Lake County","097","0970","Lake County",241712,18598
"G1700990","2010","Illinois","17","170","LaSalle County","099","0990","LaSalle County",45347,4631
"G1701010","2010","Illinois","17","170","Lawrence County","101","1010","Lawrence County",6130,806
"G1701030","2010","Illinois","17","170","Lee County","103","1030","Lee County",13758,1291
"G1701050","2010","Illinois","17","170","Livingston County","105","1050","Livingston County",14613,1282
"G1701070","2010","Illinois","17","170","Logan County","107","1070","Logan County",11070,1037
"G1701090","2010","Illinois","17","170","McDonough County","109","1090","McDonough County",13057,1362
"G1701110","2010","Illinois","17","170","McHenry County","111","1110","McHenry County",109199,6841
"G1701130","2010","Illinois","17","170","McLean County","113","1130","McLean County",65104,4552
"G1701150","2010","Illinois","17","170","Macon County","115","1150","Macon County",45855,4620
"G1701170","2010","Illinois","17","170","Macoupin County","117","1170","Macoupin County",19381,2203
"G1701190","2010","Illinois","17","170","Madison County","119","1190","Madison County",108094,9012
"G1701210","2010","Illinois","17","170","Marion County","121","1210","Marion County",16148,2148
"G1701230","2010","Illinois","17","170","Marshall County","123","1230","Marshall County",5161,753
"G1701250","2010","Illinois","17","170","Mason County","125","1250","Mason County",6079,998
"G1701270","2010","Illinois","17","170","Massac County","127","1270","Massac County",6362,751
"G1701290","2010","Illinois","17","170","Menard County","129","1290","Menard County",5140,514
"G1701310","2010","Illinois","17","170","Mercer County","131","1310","Mercer County",6734,624
"G1701330","2010","Illinois","17","170","Monroe County","133","1330","Monroe County",12589,803
"G1701350","2010","Illinois","17","170","Montgomery County","135","1350","Montgomery County",11652,1428
"G1701370","2010","Illinois","17","170","Morgan County","137","1370","Morgan County",14104,1411
"G1701390","2010","Illinois","17","170","Moultrie County","139","1390","Moultrie County",5758,502
"G1701410","2010","Illinois","17","170","Ogle County","141","1410","Ogle County",20856,1705
"G1701430","2010","Illinois","17","170","Peoria County","143","1430","Peoria County",75793,7241
"G1701450","2010","Illinois","17","170","Perry County","145","1450","Perry County",8335,1091
"G1701470","2010","Illinois","17","170","Piatt County","147","1470","Piatt County",6782,487
"G1701490","2010","Illinois","17","170","Pike County","149","1490","Pike County",6639,1312
"G1701510","2010","Illinois","17","170","Pope County","151","1510","Pope County",1829,662
"G1701530","2010","Illinois","17","170","Pulaski County","153","1530","Pulaski County",2642,513
"G1701550","2010","Illinois","17","170","Putnam County","155","1550","Putnam County",2509,565
"G1701570","2010","Illinois","17","170","Randolph County","157","1570","Randolph County",12314,1393
"G1701590","2010","Illinois","17","170","Richland County","159","1590","Richland County",6726,787
"G1701610","2010","Illinois","17","170","Rock Island County","161","1610","Rock Island County",61303,4453
"G1701630","2010","Illinois","17","170","St. Clair County","163","1630","St. Clair County",105045,11204
"G1701650","2010","Illinois","17","170","Saline County","165","1650","Saline County",10379,1318
"G1701670","2010","Illinois","17","170","Sangamon County","167","1670","Sangamon County",82986,6915
"G1701690","2010","Illinois","17","170","Schuyler County","169","1690","Schuyler County",3040,419
"G1701710","2010","Illinois","17","170","Scott County","171","1710","Scott County",2214,245
"G1701730","2010","Illinois","17","170","Shelby County","173","1730","Shelby County",9216,1180
"G1701750","2010","Illinois","17","170","Stark County","175","1750","Stark County",2425,249
"G1701770","2010","Illinois","17","170","Stephenson County","177","1770","Stephenson County",19845,2236
"G1701790","2010","Illinois","17","170","Tazewell County","179","1790","Tazewell County",54146,3370
"G1701810","2010","Illinois","17","170","Union County","181","1810","Union County",7167,757
"G1701830","2010","Illinois","17","170","Vermilion County","183","1830","Vermilion County",32655,3663
"G1701850","2010","Illinois","17","170","Wabash County","185","1850","Wabash County",5012,573
"G1701870","2010","Illinois","17","170","Warren County","187","1870","Warren County",6918,764
"G1701890","2010","Illinois","17","170","Washington County","189","1890","Washington County",5926,608
"G1701910","2010","Illinois","17","170","Wayne County","191","1910","Wayne County",7102,873
"G1701930","2010","Illinois","17","170","White County","193","1930","White County",6313,868
"G1701950","2010","Illinois","17","170","Whiteside County","195","1950","Whiteside County",23740,2030
"G1701970","2010","Illinois","17","170","Will County","197","1970","Will County",225256,12245
"G1701990","2010","Illinois","17","170","Williamson County","199","1990","Williamson County",27421,2938
"G1702010","2010","Illinois","17","170","Winnebago County","201","2010","Winnebago County",115501,10464
"G1702030","2010","Illinois","17","170","Woodford County","203","2030","Woodford County",14276,869
"G1800010","2010","Indiana","18","180","Adams County","001","0010","Adams County",12011,1003
"G1800030","2010","Indiana","18","180","Allen County","003","0030","Allen County",137851,14333
"G1800050","2010","Indiana","18","180","Bartholomew County","005","0050","Bartholomew County",29860,3238
"G1800070","2010","Indiana","18","180","Benton County","007","0070","Benton County",3479,458
"G1800090","2010","Indiana","18","180","Blackford County","009","0090","Blackford County",5236,815
"G1800110","2010","Indiana","18","180","Boone County","011","0110","Boone County",21149,1605
"G1800130","2010","Indiana","18","180","Brown County","013","0130","Brown County",6199,2086
"G1800150","2010","Indiana","18","180","Carroll County","015","0150","Carroll County",7900,1572
"G1800170","2010","Indiana","18","180","Cass County","017","0170","Cass County",14858,1616
"G1800190","2010","Indiana","18","180","Clark County","019","0190","Clark County",44248,3528
"G1800210","2010","Indiana","18","180","Clay County","021","0210","Clay County",10447,1256
"G1800230","2010","Indiana","18","180","Clinton County","023","0230","Clinton County",12105,1216
"G1800250","2010","Indiana","18","180","Crawford County","025","0250","Crawford County",4303,1217
"G1800270","2010","Indiana","18","180","Daviess County","027","0270","Daviess County",11329,1142
"G1800290","2010","Indiana","18","180","Dearborn County","029","0290","Dearborn County",18743,1428
"G1800310","2010","Indiana","18","180","Decatur County","031","0310","Decatur County",9977,1232
"G1800330","2010","Indiana","18","180","DeKalb County","033","0330","DeKalb County",15951,1607
"G1800350","2010","Indiana","18","180","Delaware County","035","0350","Delaware County",46516,5841
"G1800370","2010","Indiana","18","180","Dubois County","037","0370","Dubois County",16133,1251
"G1800390","2010","Indiana","18","180","Elkhart County","039","0390","Elkhart County",70244,7523
"G1800410","2010","Indiana","18","180","Fayette County","041","0410","Fayette County",9719,1179
"G1800430","2010","Indiana","18","180","Floyd County","043","0430","Floyd County",29479,2489
"G1800450","2010","Indiana","18","180","Fountain County","045","0450","Fountain County",6935,930
"G1800470","2010","Indiana","18","180","Franklin County","047","0470","Franklin County",8579,959
"G1800490","2010","Indiana","18","180","Fulton County","049","0490","Fulton County",8237,1471
"G1800510","2010","Indiana","18","180","Gibson County","051","0510","Gibson County",13255,1390
"G1800530","2010","Indiana","18","180","Grant County","053","0530","Grant County",27245,3198
"G1800550","2010","Indiana","18","180","Greene County","055","0550","Greene County",13487,1724
"G1800570","2010","Indiana","18","180","Hamilton County","057","0570","Hamilton County",99835,6937
"G1800590","2010","Indiana","18","180","Hancock County","059","0590","Hancock County",26304,1821
"G1800610","2010","Indiana","18","180","Harrison County","061","0610","Harrison County",15192,1342
"G1800630","2010","Indiana","18","180","Hendricks County","063","0630","Hendricks County",52368,3086
"G1800650","2010","Indiana","18","180","Henry County","065","0650","Henry County",19077,2211
"G1800670","2010","Indiana","18","180","Howard County","067","0670","Howard County",34301,4378
"G1800690","2010","Indiana","18","180","Huntington County","069","0690","Huntington County",14218,1587
"G1800710","2010","Indiana","18","180","Jackson County","071","0710","Jackson County",16501,1701
"G1800730","2010","Indiana","18","180","Jasper County","073","0730","Jasper County",12232,936
"G1800750","2010","Indiana","18","180","Jay County","075","0750","Jay County",8133,1088
"G1800770","2010","Indiana","18","180","Jefferson County","077","0770","Jefferson County",12635,1676
"G1800790","2010","Indiana","18","180","Jennings County","079","0790","Jennings County",10680,1389
"G1800810","2010","Indiana","18","180","Johnson County","081","0810","Johnson County",52242,4407
"G1800830","2010","Indiana","18","180","Knox County","083","0830","Knox County",15249,1789
"G1800850","2010","Indiana","18","180","Kosciusko County","085","0850","Kosciusko County",29197,7841
"G1800870","2010","Indiana","18","180","LaGrange County","087","0870","LaGrange County",11598,2496
"G1800890","2010","Indiana","18","180","Lake County","089","0890","Lake County",188157,20593
"G1800910","2010","Indiana","18","180","LaPorte County","091","0910","LaPorte County",42331,6117
"G1800930","2010","Indiana","18","180","Lawrence County","093","0930","Lawrence County",18811,2263
"G1800950","2010","Indiana","18","180","Madison County","095","0950","Madison County",51927,7141
"G1800970","2010","Indiana","18","180","Marion County","097","0970","Marion County",366176,51686
"G1800990","2010","Indiana","18","180","Marshall County","099","0990","Marshall County",17406,2439
"G1801010","2010","Indiana","18","180","Martin County","101","1010","Martin County",4216,570
"G1801030","2010","Indiana","18","180","Miami County","103","1030","Miami County",13456,2023
"G1801050","2010","Indiana","18","180","Monroe County","105","1050","Monroe County",54864,4243
"G1801070","2010","Indiana","18","180","Montgomery County","107","1070","Montgomery County",14979,1556
"G1801090","2010","Indiana","18","180","Morgan County","109","1090","Morgan County",25765,1989
"G1801110","2010","Indiana","18","180","Newton County","111","1110","Newton County",5503,527
"G1801130","2010","Indiana","18","180","Noble County","113","1130","Noble County",17355,2754
"G1801150","2010","Indiana","18","180","Ohio County","115","1150","Ohio County",2477,307
"G1801170","2010","Indiana","18","180","Orange County","117","1170","Orange County",7872,1304
"G1801190","2010","Indiana","18","180","Owen County","119","1190","Owen County",8486,1605
"G1801210","2010","Indiana","18","180","Parke County","121","1210","Parke County",6222,1863
"G1801230","2010","Indiana","18","180","Perry County","123","1230","Perry County",7476,1019
"G1801250","2010","Indiana","18","180","Pike County","125","1250","Pike County",5186,549
"G1801270","2010","Indiana","18","180","Porter County","127","1270","Porter County",61998,4181
"G1801290","2010","Indiana","18","180","Posey County","129","1290","Posey County",10171,1036
"G1801310","2010","Indiana","18","180","Pulaski County","131","1310","Pulaski County",5282,778
"G1801330","2010","Indiana","18","180","Putnam County","133","1330","Putnam County",12917,1789
"G1801350","2010","Indiana","18","180","Randolph County","135","1350","Randolph County",10451,1292
"G1801370","2010","Indiana","18","180","Ripley County","137","1370","Ripley County",10789,1163
"G1801390","2010","Indiana","18","180","Rush County","139","1390","Rush County",6767,741
"G1801410","2010","Indiana","18","180","St. Joseph County","141","1410","St. Joseph County",103069,11780
"G1801430","2010","Indiana","18","180","Scott County","143","1430","Scott County",9397,1043
"G1801450","2010","Indiana","18","180","Shelby County","145","1450","Shelby County",17302,1778
"G1801470","2010","Indiana","18","180","Spencer County","147","1470","Spencer County",8082,790
"G1801490","2010","Indiana","18","180","Starke County","149","1490","Starke County",9038,1924
"G1801510","2010","Indiana","18","180","Steuben County","151","1510","Steuben County",13310,6067
"G1801530","2010","Indiana","18","180","Sullivan County","153","1530","Sullivan County",7823,1116
"G1801550","2010","Indiana","18","180","Switzerland County","155","1550","Switzerland County",4034,935
"G1801570","2010","Indiana","18","180","Tippecanoe County","157","1570","Tippecanoe County",65532,5564
"G1801590","2010","Indiana","18","180","Tipton County","159","1590","Tipton County",6376,622
"G1801610","2010","Indiana","18","180","Union County","161","1610","Union County",2938,301
"G1801630","2010","Indiana","18","180","Vanderburgh County","163","1630","Vanderburgh County",74454,8549
"G1801650","2010","Indiana","18","180","Vermillion County","165","1650","Vermillion County",6619,869
"G1801670","2010","Indiana","18","180","Vigo County","167","1670","Vigo County",41361,4645
"G1801690","2010","Indiana","18","180","Wabash County","169","1690","Wabash County",12777,1394
"G1801710","2010","Indiana","18","180","Warren County","171","1710","Warren County",3337,343
"G1801730","2010","Indiana","18","180","Warrick County","173","1730","Warrick County",22505,1698
"G1801750","2010","Indiana","18","180","Washington County","175","1750","Washington County",10850,1370
"G1801770","2010","Indiana","18","180","Wayne County","177","1770","Wayne County",27551,3691
"G1801790","2010","Indiana","18","180","Wells County","179","1790","Wells County",10780,879
"G1801810","2010","Indiana","18","180","White County","181","1810","White County",9741,3229
"G1801830","2010","Indiana","18","180","Whitley County","183","1830","Whitley County",13001,1280
"G1900010","2010","Iowa","19","190","Adair County","001","0010","Adair County",3292,406
"G1900030","2010","Iowa","19","190","Adams County","003","0030","Adams County",1715,295
"G1900050","2010","Iowa","19","190","Allamakee County","005","0050","Allamakee County",5845,1772
"G1900070","2010","Iowa","19","190","Appanoose County","007","0070","Appanoose County",5627,1006
"G1900090","2010","Iowa","19","190","Audubon County","009","0090","Audubon County",2617,355
"G1900110","2010","Iowa","19","190","Benton County","011","0110","Benton County",10302,793
"G1900130","2010","Iowa","19","190","Black Hawk County","013","0130","Black Hawk County",52470,3417
"G1900150","2010","Iowa","19","190","Boone County","015","0150","Boone County",10728,1028
"G1900170","2010","Iowa","19","190","Bremer County","017","0170","Bremer County",9385,530
"G1900190","2010","Iowa","19","190","Buchanan County","019","0190","Buchanan County",8161,807
"G1900210","2010","Iowa","19","190","Buena Vista County","021","0210","Buena Vista County",7522,715
"G1900230","2010","Iowa","19","190","Butler County","023","0230","Butler County",6120,562
"G1900250","2010","Iowa","19","190","Calhoun County","025","0250","Calhoun County",4242,866
"G1900270","2010","Iowa","19","190","Carroll County","027","0270","Carroll County",8683,693
"G1900290","2010","Iowa","19","190","Cass County","029","0290","Cass County",5980,611
"G1900310","2010","Iowa","19","190","Cedar County","031","0310","Cedar County",7511,553
"G1900330","2010","Iowa","19","190","Cerro Gordo County","033","0330","Cerro Gordo County",19350,2813
"G1900350","2010","Iowa","19","190","Cherokee County","035","0350","Cherokee County",5207,570
"G1900370","2010","Iowa","19","190","Chickasaw County","037","0370","Chickasaw County",5204,475
"G1900390","2010","Iowa","19","190","Clarke County","039","0390","Clarke County",3701,385
"G1900410","2010","Iowa","19","190","Clay County","041","0410","Clay County",7282,780
"G1900430","2010","Iowa","19","190","Clayton County","043","0430","Clayton County",7599,1400
"G1900450","2010","Iowa","19","190","Clinton County","045","0450","Clinton County",20223,1510
"G1900470","2010","Iowa","19","190","Crawford County","047","0470","Crawford County",6413,530
"G1900490","2010","Iowa","19","190","Dallas County","049","0490","Dallas County",25240,2020
"G1900510","2010","Iowa","19","190","Davis County","051","0510","Davis County",3201,399
"G1900530","2010","Iowa","19","190","Decatur County","053","0530","Decatur County",3223,611
"G1900550","2010","Iowa","19","190","Delaware County","055","0550","Delaware County",7062,966
"G1900570","2010","Iowa","19","190","Des Moines County","057","0570","Des Moines County",17003,1532
"G1900590","2010","Iowa","19","190","Dickinson County","059","0590","Dickinson County",7554,5295
"G1900610","2010","Iowa","19","190","Dubuque County","061","0610","Dubuque County",36815,2136
"G1900630","2010","Iowa","19","190","Emmet County","063","0630","Emmet County",4236,522
"G1900650","2010","Iowa","19","190","Fayette County","065","0650","Fayette County",8634,924
"G1900670","2010","Iowa","19","190","Floyd County","067","0670","Floyd County",6886,640
"G1900690","2010","Iowa","19","190","Franklin County","069","0690","Franklin County",4332,562
"G1900710","2010","Iowa","19","190","Fremont County","071","0710","Fremont County",3064,367
"G1900730","2010","Iowa","19","190","Greene County","073","0730","Greene County",3996,550
"G1900750","2010","Iowa","19","190","Grundy County","075","0750","Grundy County",5131,399
"G1900770","2010","Iowa","19","190","Guthrie County","077","0770","Guthrie County",4544,1212
"G1900790","2010","Iowa","19","190","Hamilton County","079","0790","Hamilton County",6540,679
"G1900810","2010","Iowa","19","190","Hancock County","081","0810","Hancock County",4741,589
"G1900830","2010","Iowa","19","190","Hardin County","083","0830","Hardin County",7296,928
"G1900850","2010","Iowa","19","190","Harrison County","085","0850","Harrison County",5987,744
"G1900870","2010","Iowa","19","190","Henry County","087","0870","Henry County",7666,614
"G1900890","2010","Iowa","19","190","Howard County","089","0890","Howard County",3944,423
"G1900910","2010","Iowa","19","190","Humboldt County","091","0910","Humboldt County",4209,475
"G1900930","2010","Iowa","19","190","Ida County","093","0930","Ida County",3052,374
"G1900950","2010","Iowa","19","190","Iowa County","095","0950","Iowa County",6677,581
"G1900970","2010","Iowa","19","190","Jackson County","097","0970","Jackson County",8289,1126
"G1900990","2010","Iowa","19","190","Jasper County","099","0990","Jasper County",14806,1375
"G1901010","2010","Iowa","19","190","Jefferson County","101","1010","Jefferson County",6846,748
"G1901030","2010","Iowa","19","190","Johnson County","103","1030","Johnson County",52715,3252
"G1901050","2010","Iowa","19","190","Jones County","105","1050","Jones County",8181,730
"G1901070","2010","Iowa","19","190","Keokuk County","107","1070","Keokuk County",4408,523
"G1901090","2010","Iowa","19","190","Kossuth County","109","1090","Kossuth County",6697,789
"G1901110","2010","Iowa","19","190","Lee County","111","1110","Lee County",14610,1595
"G1901130","2010","Iowa","19","190","Linn County","113","1130","Linn County",86134,6117
"G1901150","2010","Iowa","19","190","Louisa County","115","1150","Louisa County",4346,656
"G1901170","2010","Iowa","19","190","Lucas County","117","1170","Lucas County",3689,549
"G1901190","2010","Iowa","19","190","Lyon County","119","1190","Lyon County",4442,406
"G1901210","2010","Iowa","19","190","Madison County","121","1210","Madison County",6025,529
"G1901230","2010","Iowa","19","190","Mahaska County","123","1230","Mahaska County",8975,791
"G1901250","2010","Iowa","19","190","Marion County","125","1250","Marion County",12723,1191
"G1901270","2010","Iowa","19","190","Marshall County","127","1270","Marshall County",15538,1293
"G1901290","2010","Iowa","19","190","Mills County","129","1290","Mills County",5605,504
"G1901310","2010","Iowa","19","190","Mitchell County","131","1310","Mitchell County",4395,455
"G1901330","2010","Iowa","19","190","Monona County","133","1330","Monona County",4050,647
"G1901350","2010","Iowa","19","190","Monroe County","135","1350","Monroe County",3213,671
"G1901370","2010","Iowa","19","190","Montgomery County","137","1370","Montgomery County",4558,681
"G1901390","2010","Iowa","19","190","Muscatine County","139","1390","Muscatine County",16412,1498
"G1901410","2010","Iowa","19","190","O'Brien County","141","1410","O'Brien County",6069,580
"G1901430","2010","Iowa","19","190","Osceola County","143","1430","Osceola County",2682,308
"G1901450","2010","Iowa","19","190","Page County","145","1450","Page County",6393,788
"G1901470","2010","Iowa","19","190","Palo Alto County","147","1470","Palo Alto County",3994,634
"G1901490","2010","Iowa","19","190","Plymouth County","149","1490","Plymouth County",9875,675
"G1901510","2010","Iowa","19","190","Pocahontas County","151","1510","Pocahontas County",3233,561
"G1901530","2010","Iowa","19","190","Polk County","153","1530","Polk County",170197,12065
"G1901550","2010","Iowa","19","190","Pottawattamie County","155","1550","Pottawattamie County",36775,2555
"G1901570","2010","Iowa","19","190","Poweshiek County","157","1570","Poweshiek County",7555,1394
"G1901590","2010","Iowa","19","190","Ringgold County","159","1590","Ringgold County",2047,566
"G1901610","2010","Iowa","19","190","Sac County","161","1610","Sac County",4482,947
"G1901630","2010","Iowa","19","190","Scott County","163","1630","Scott County",66765,5070
"G1901650","2010","Iowa","19","190","Shelby County","165","1650","Shelby County",5085,457
"G1901670","2010","Iowa","19","190","Sioux County","167","1670","Sioux County",11584,695
"G1901690","2010","Iowa","19","190","Story County","169","1690","Story County",34736,2053
"G1901710","2010","Iowa","19","190","Tama County","171","1710","Tama County",6947,819
"G1901730","2010","Iowa","19","190","Taylor County","173","1730","Taylor County",2679,428
"G1901750","2010","Iowa","19","190","Union County","175","1750","Union County",5271,666
"G1901770","2010","Iowa","19","190","Van Buren County","177","1770","Van Buren County",3108,562
"G1901790","2010","Iowa","19","190","Wapello County","179","1790","Wapello County",14552,1546
"G1901810","2010","Iowa","19","190","Warren County","181","1810","Warren County",17262,1109
"G1901830","2010","Iowa","19","190","Washington County","183","1830","Washington County",8741,775
"G1901850","2010","Iowa","19","190","Wayne County","185","1850","Wayne County",2652,560
"G1901870","2010","Iowa","19","190","Webster County","187","1870","Webster County",15580,1455
"G1901890","2010","Iowa","19","190","Winnebago County","189","1890","Winnebago County",4597,597
"G1901910","2010","Iowa","19","190","Winneshiek County","191","1910","Winneshiek County",7997,724
"G1901930","2010","Iowa","19","190","Woodbury County","193","1930","Woodbury County",39052,2432
"G1901950","2010","Iowa","19","190","Worth County","195","1950","Worth County",3172,376
"G1901970","2010","Iowa","19","190","Wright County","197","1970","Wright County",5625,904
"G2000010","2010","Kansas","20","200","Allen County","001","0010","Allen County",5475,751
"G2000030","2010","Kansas","20","200","Anderson County","003","0030","Anderson County",3260,460
"G2000050","2010","Kansas","20","200","Atchison County","005","0050","Atchison County",6241,749
"G2000070","2010","Kansas","20","200","Barber County","007","0070","Barber County",2139,626
"G2000090","2010","Kansas","20","200","Barton County","009","0090","Barton County",11283,1413
"G2000110","2010","Kansas","20","200","Bourbon County","011","0110","Bourbon County",5986,1181
"G2000130","2010","Kansas","20","200","Brown County","013","0130","Brown County",4094,685
"G2000150","2010","Kansas","20","200","Butler County","015","0150","Butler County",23992,2066
"G2000170","2010","Kansas","20","200","Chase County","017","0170","Chase County",1150,353
"G2000190","2010","Kansas","20","200","Chautauqua County","019","0190","Chautauqua County",1612,538
"G2000210","2010","Kansas","20","200","Cherokee County","021","0210","Cherokee County",8625,1265
"G2000230","2010","Kansas","20","200","Cheyenne County","023","0230","Cheyenne County",1260,258
"G2000250","2010","Kansas","20","200","Clark County","025","0250","Clark County",923,212
"G2000270","2010","Kansas","20","200","Clay County","027","0270","Clay County",3559,483
"G2000290","2010","Kansas","20","200","Cloud County","029","0290","Cloud County",3910,749
"G2000310","2010","Kansas","20","200","Coffey County","031","0310","Coffey County",3497,467
"G2000330","2010","Kansas","20","200","Comanche County","033","0330","Comanche County",824,220
"G2000350","2010","Kansas","20","200","Cowley County","035","0350","Cowley County",13940,2090
"G2000370","2010","Kansas","20","200","Crawford County","037","0370","Crawford County",15729,2072
"G2000390","2010","Kansas","20","200","Decatur County","039","0390","Decatur County",1378,440
"G2000410","2010","Kansas","20","200","Dickinson County","041","0410","Dickinson County",8073,899
"G2000430","2010","Kansas","20","200","Doniphan County","043","0430","Doniphan County",3136,440
"G2000450","2010","Kansas","20","200","Douglas County","045","0450","Douglas County",43576,3155
"G2000470","2010","Kansas","20","200","Edwards County","047","0470","Edwards County",1302,334
"G2000490","2010","Kansas","20","200","Elk County","049","0490","Elk County",1284,476
"G2000510","2010","Kansas","20","200","Ellis County","051","0510","Ellis County",11908,964
"G2000530","2010","Kansas","20","200","Ellsworth County","053","0530","Ellsworth County",2463,776
"G2000550","2010","Kansas","20","200","Finney County","055","0550","Finney County",12359,917
"G2000570","2010","Kansas","20","200","Ford County","057","0570","Ford County",11145,860
"G2000590","2010","Kansas","20","200","Franklin County","059","0590","Franklin County",10104,1043
"G2000610","2010","Kansas","20","200","Geary County","061","0610","Geary County",12690,1827
"G2000630","2010","Kansas","20","200","Gove County","063","0630","Gove County",1154,219
"G2000650","2010","Kansas","20","200","Graham County","065","0650","Graham County",1196,288
"G2000670","2010","Kansas","20","200","Grant County","067","0670","Grant County",2716,229
"G2000690","2010","Kansas","20","200","Gray County","069","0690","Gray County",2153,187
"G2000710","2010","Kansas","20","200","Greeley County","071","0710","Greeley County",525,104
"G2000730","2010","Kansas","20","200","Greenwood County","073","0730","Greenwood County",2988,1080
"G2000750","2010","Kansas","20","200","Hamilton County","075","0750","Hamilton County",1060,176
"G2000770","2010","Kansas","20","200","Harper County","077","0770","Harper County",2545,571
"G2000790","2010","Kansas","20","200","Harvey County","079","0790","Harvey County",13411,1116
"G2000810","2010","Kansas","20","200","Haskell County","081","0810","Haskell County",1510,156
"G2000830","2010","Kansas","20","200","Hodgeman County","083","0830","Hodgeman County",803,170
"G2000850","2010","Kansas","20","200","Jackson County","085","0850","Jackson County",5228,551
"G2000870","2010","Kansas","20","200","Jefferson County","087","0870","Jefferson County",7366,794
"G2000890","2010","Kansas","20","200","Jewell County","089","0890","Jewell County",1450,582
"G2000910","2010","Kansas","20","200","Johnson County","091","0910","Johnson County",212882,13689
"G2000930","2010","Kansas","20","200","Kearny County","093","0930","Kearny County",1400,156
"G2000950","2010","Kansas","20","200","Kingman County","095","0950","Kingman County",3227,591
"G2000970","2010","Kansas","20","200","Kiowa County","097","0970","Kiowa County",1014,206
"G2000990","2010","Kansas","20","200","Labette County","099","0990","Labette County",8822,1270
"G2001010","2010","Kansas","20","200","Lane County","101","1010","Lane County",799,191
"G2001030","2010","Kansas","20","200","Leavenworth County","103","1030","Leavenworth County",26447,2250
"G2001050","2010","Kansas","20","200","Lincoln County","105","1050","Lincoln County",1423,441
"G2001070","2010","Kansas","20","200","Linn County","107","1070","Linn County",4020,1426
"G2001090","2010","Kansas","20","200","Logan County","109","1090","Logan County",1219,222
"G2001110","2010","Kansas","20","200","Lyon County","111","1110","Lyon County",13303,1934
"G2001130","2010","Kansas","20","200","McPherson County","113","1130","McPherson County",11748,973
"G2001150","2010","Kansas","20","200","Marion County","115","1150","Marion County",5005,941
"G2001170","2010","Kansas","20","200","Marshall County","117","1170","Marshall County",4300,566
"G2001190","2010","Kansas","20","200","Meade County","119","1190","Meade County",1713,285
"G2001210","2010","Kansas","20","200","Miami County","121","1210","Miami County",12161,1029
"G2001230","2010","Kansas","20","200","Mitchell County","123","1230","Mitchell County",2790,506
"G2001250","2010","Kansas","20","200","Montgomery County","125","1250","Montgomery County",14382,2196
"G2001270","2010","Kansas","20","200","Morris County","127","1270","Morris County",2554,652
"G2001290","2010","Kansas","20","200","Morton County","129","1290","Morton County",1250,217
"G2001310","2010","Kansas","20","200","Nemaha County","131","1310","Nemaha County",4115,447
"G2001330","2010","Kansas","20","200","Neosho County","133","1330","Neosho County",6645,868
"G2001350","2010","Kansas","20","200","Ness County","135","1350","Ness County",1365,375
"G2001370","2010","Kansas","20","200","Norton County","137","1370","Norton County",2163,379
"G2001390","2010","Kansas","20","200","Osage County","139","1390","Osage County",6552,951
"G2001410","2010","Kansas","20","200","Osborne County","141","1410","Osborne County",1742,464
"G2001430","2010","Kansas","20","200","Ottawa County","143","1430","Ottawa County",2456,323
"G2001450","2010","Kansas","20","200","Pawnee County","145","1450","Pawnee County",2665,487
"G2001470","2010","Kansas","20","200","Phillips County","147","1470","Phillips County",2432,617
"G2001490","2010","Kansas","20","200","Pottawatomie County","149","1490","Pottawatomie County",7878,748
"G2001510","2010","Kansas","20","200","Pratt County","151","1510","Pratt County",3956,558
